ENST00000592379 	ENST00000422514 ENST00000582736 ENST00000475608 ENST00000471152 ENST00000438478 	133 	619 21 6 6 19 	138 	619 21 6 6 19 	48 	51 51 51 51 51 
ENST00000406053 	ENST00000489873 	1964 	2372 	1964 	2385 	52 	32 
ENST00000514253 	ENST00000510019 	484 	191 	484 	191 	53 	53 
ENST00000568535 	ENST00000289921 ENST00000496599 ENST00000523633 ENST00000436711 	176 	2537 1155 500 234 	176 	2537 1155 500 234 	53 	53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000430907 ENST00000394290 ENST00000450676 	3413 	784 335 168 201 199 340 340 372 340 	3413 	784 335 168 201 199 340 340 372 340 	52 	53 53 53 53 53 53 53 53 53 
ENST00000508814 	ENST00000510019 	304 	249 	304 	249 	50 	50 
ENST00000361060 ENST00000357308 	ENST00000477892 	4548 4604 	2330 	4556 4612 	2333 	34 34 	31 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1945 2077 2524 	340 	1945 2077 2524 	340 	53 53 53 	52 
ENST00000373218 	ENST00000261313 ENST00000542939 	6588 	1167 653 	6594 	1167 653 	31 	53 53 
ENST00000335185 	ENST00000323213 ENST00000526267 ENST00000525054 	3694 	704 100 141 	3694 	704 100 141 	53 	52 52 52 
ENST00000481001 ENST00000438585 ENST00000441576 ENST00000460505 ENST00000341949 ENST00000498498 ENST00000498794 ENST00000440857 ENST00000313778 ENST00000472331 ENST00000467457 ENST00000484831 ENST00000395462 	ENST00000452875 	498 469 1519 1699 1552 918 2803 1832 1786 892 1441 1629 1497 	3796 	498 469 1519 1699 1552 918 2803 1832 1786 892 1441 1629 1497 	3796 	53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000592379 	ENST00000475608 	143 	6 	143 	6 	53 	52 
ENST00000367048 ENST00000472052 	ENST00000544255 ENST00000420894 ENST00000392168 	3070 1540 	1264 1553 1762 	3070 1540 	1264 1553 1762 	52 52 	53 53 53 
ENST00000373059 ENST00000401070 ENST00000401069 	ENST00000514057 	1946 2078 2525 	313 	1946 2078 2525 	313 	53 53 53 	52 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	96 298 98 98 	4149 	96 298 98 98 	52 	50 50 50 50 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	187 138 	1116 1133 	187 138 	53 53 	53 53 
ENST00000546192 	ENST00000540535 ENST00000541656 ENST00000446652 ENST00000489781 	2255 	528 567 425 1654 	2255 	528 567 425 1654 	53 	53 53 53 53 
ENST00000322019 ENST00000379390 ENST00000379384 ENST00000258909 ENST00000565774 ENST00000379386 	ENST00000315758 ENST00000443006 ENST00000432020 ENST00000424167 ENST00000573193 ENST00000574261 ENST00000571648 ENST00000572241 	1335 850 1147 681 968 1179 	784 597 564 266 784 597 564 266 	1335 850 1147 681 968 1179 	784 597 564 266 784 597 564 266 	52 52 52 52 52 52 	53 53 53 53 53 53 53 53 
ENST00000393658 	ENST00000520868 ENST00000318607 ENST00000519004 	403 	689 3203 2302 	409 	689 3203 2302 	41 	53 53 53 
ENST00000599328 	ENST00000396049 	1395 	3253 	1395 	3253 	42 	53 
ENST00000437809 ENST00000473267 ENST00000368331 	ENST00000466815 ENST00000462250 	7422 1162 7351 	605 53 	7422 1162 7351 	605 53 	52 52 52 	53 53 
ENST00000514253 	ENST00000511844 	496 	137 	496 	137 	53 	52 
ENST00000592379 	ENST00000437246 	70 	75 	70 	75 	51 	53 
ENST00000361681 ENST00000506002 	ENST00000361567 	430 430 	1669 	430 430 	1669 	53 53 	53 
ENST00000449131 	ENST00000530019 ENST00000492727 	3744 	319 111 	3744 	319 111 	53 	53 53 
ENST00000314675 	ENST00000319041 	2101 	524 	2104 	524 	50 	53 
ENST00000423571 	ENST00000504594 	1435 	831 	1435 	832 	53 	52 
ENST00000508814 	ENST00000510019 	298 	241 	299 	241 	51 	53 
ENST00000449131 	ENST00000492727 	4177 	76 	4177 	76 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	160 119 	482 	160 119 	53 	32 32 
ENST00000402297 ENST00000397064 ENST00000406711 ENST00000392061 ENST00000397226 	ENST00000489306 	207 207 369 187 597 	444 	207 207 369 187 597 	444 	53 53 53 53 53 	52 
ENST00000564357 	ENST00000304516 	1162 	1384 	1162 	1384 	53 	52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	99 97 239 	3744 	99 97 239 	53 	53 53 53 
ENST00000563480 ENST00000395589 	ENST00000519737 	369 369 	1051 	369 369 	1051 	53 53 	53 
ENST00000449131 	ENST00000498161 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	3744 	211 93 91 233 211 	3744 	211 93 91 233 211 	53 	51 51 51 51 51 
ENST00000600820 ENST00000597695 ENST00000595607 ENST00000315849 ENST00000522936 ENST00000517381 ENST00000264968 ENST00000393487 ENST00000301335 	ENST00000216513 	3355 1776 2117 1847 52 52 3260 3210 6651 	4167 	3355 1776 2117 1847 52 52 3260 3210 6651 	4167 	53 53 53 53 53 53 53 53 53 	53 
ENST00000514253 	ENST00000511844 	513 	91 	515 	91 	50 	53 
ENST00000376494 	ENST00000341757 ENST00000297029 ENST00000519209 ENST00000445618 	1191 	2303 2372 1896 1756 	1191 	2303 2372 1896 1756 	31 	36 36 36 36 
ENST00000592379 	ENST00000582736 	16 	113 	16 	113 	53 	50 
ENST00000592379 	ENST00000475608 	73 	13 	73 	13 	53 	52 
ENST00000427908 	ENST00000510797 ENST00000510701 ENST00000436998 ENST00000425312 ENST00000431591 ENST00000397651 	1254 	613 326 389 389 389 581 	1254 	613 326 389 389 389 581 	53 	53 53 53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2316 2217 1971 	169 298 	2316 2217 1971 	169 298 	53 53 53 	51 51 
ENST00000592379 	ENST00000582736 	41 	93 	41 	93 	53 	53 
ENST00000440097 ENST00000452796 ENST00000342350 	ENST00000372648 ENST00000223865 ENST00000539497 	472 1049 1038 	1817 1297 1428 	472 1049 1038 	1817 1297 1428 	51 51 51 	52 52 52 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4134 	56 75 77 56 	4134 	56 75 77 56 	53 	53 53 53 53 
ENST00000609263 	ENST00000226574 ENST00000394820 ENST00000505458 ENST00000600343 	2978 	2988 2983 2795 3117 	2978 	2988 2983 2795 3117 	39 	52 52 52 52 
ENST00000316105 ENST00000609989 	ENST00000315249 ENST00000510711 ENST00000371199 ENST00000355640 ENST00000254584 ENST00000252444 ENST00000419810 ENST00000226951 ENST00000515667 ENST00000548445 	2840 2840 	4509 3002 5355 5362 2400 4112 1863 2185 1245 182 	2857 2857 	4509 3002 5355 5362 2400 4112 1863 2185 1245 182 	36 36 	52 52 52 52 52 52 52 52 52 52 
ENST00000496319 	ENST00000376753 	554 	1180 	554 	1180 	32 	51 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4142 	112 110 312 112 112 	4146 	112 110 312 112 112 	49 	53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3759 	98 96 238 	3762 	98 96 238 	49 	53 53 53 
ENST00000449131 	ENST00000517577 	3743 	238 	3743 	238 	52 	53 
ENST00000489786 	ENST00000373816 	4344 	2403 	4344 	2403 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	486 	184 143 	486 	184 143 	51 	53 53 
ENST00000607552 	ENST00000492728 ENST00000580988 	1100 	444 444 	1100 	444 444 	52 	52 52 
ENST00000483793 	ENST00000394511 ENST00000558583 	3939 	45 5604 	3939 	45 5604 	53 	52 52 
ENST00000601611 	ENST00000593748 	531 	34 	531 	34 	52 	53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	113 111 313 113 113 	4149 	113 111 313 113 113 	52 	53 53 53 53 53 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	351 	645 654 658 540 	359 	645 654 658 540 	44 	52 52 52 52 
ENST00000447399 ENST00000318950 ENST00000221996 ENST00000333703 ENST00000463168 ENST00000321442 ENST00000510151 ENST00000512862 ENST00000508296 ENST00000253490 ENST00000592222 ENST00000360669 ENST00000510276 ENST00000512544 ENST00000393518 ENST00000507848 ENST00000511189 ENST00000511511 	ENST00000252599 ENST00000593832 	1794 1968 3460 4632 245 3565 1528 810 1180 1395 2240 1180 1528 425 810 810 753 51 	2616 1850 	1794 1968 3460 4632 245 3565 1528 810 1180 1395 2240 1180 1528 425 810 810 753 51 	2616 1850 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000492956 	ENST00000591321 ENST00000367712 	2343 	90 1270 	2348 	95 1275 	39 	31 31 
ENST00000565813 	ENST00000562824 ENST00000563088 ENST00000564436 ENST00000570037 ENST00000562111 	79 	828 895 493 813 766 	79 	828 895 493 813 766 	53 	51 51 51 51 51 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3010 2911 2665 	325 	3010 2911 2665 	325 	53 53 53 	51 
ENST00000514253 	ENST00000510019 ENST00000511844 	459 	183 142 	459 	183 142 	53 	51 51 
ENST00000418655 	ENST00000331789 ENST00000425660 ENST00000462494 	859 	1299 1232 1632 	867 	1299 1232 1632 	36 	53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2981 2882 2636 	239 	2981 2882 2636 	239 	53 53 53 	52 
ENST00000449131 	ENST00000492727 	4177 	84 	4177 	84 	53 	53 
ENST00000419932 	ENST00000368682 ENST00000354650 ENST00000229471 ENST00000368667 ENST00000368678 ENST00000467921 ENST00000471959 ENST00000496864 ENST00000476769 ENST00000229470 ENST00000356013 ENST00000538466 	289 	1106 1500 831 1238 1399 99 390 695 667 1316 1307 895 	293 	1106 1500 831 1238 1399 99 390 695 667 1316 1307 895 	49 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000476149 ENST00000518152 ENST00000519167 	ENST00000309733 ENST00000394511 ENST00000476192 ENST00000497426 ENST00000474698 	2687 523 313 	6754 334 4815 4815 4814 	2687 523 313 	6754 334 4815 4815 4814 	51 51 51 	53 53 53 53 53 
ENST00000361681 ENST00000506002 	ENST00000361567 	412 412 	1526 	413 413 	1526 	52 52 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 ENST00000503605 	261 	186 196 241 377 	261 	186 196 241 377 	53 	53 53 53 53 
ENST00000592379 	ENST00000475608 	152 	13 	152 	13 	53 	52 
ENST00000380067 ENST00000585311 ENST00000580340 	ENST00000226105 ENST00000407006 ENST00000580434 ENST00000439238 	1469 1353 1322 	325 168 151 144 	1469 1353 1322 	325 168 151 144 	53 53 53 	53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3043 2944 2698 	304 	3043 2944 2698 	304 	52 52 52 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	363 	84 27 	369 	84 27 	47 	53 53 
ENST00000508814 	ENST00000510019 	307 	247 	307 	247 	53 	52 
ENST00000449131 	ENST00000498161 ENST00000450676 ENST00000599364 	4161 	45 66 45 	4161 	45 66 45 	50 	52 52 52 
ENST00000332397 ENST00000380765 ENST00000437326 	ENST00000506558 ENST00000425039 ENST00000436017 ENST00000337023 ENST00000394959 ENST00000318568 ENST00000314850 ENST00000439753 ENST00000305928 ENST00000440373 ENST00000310939 ENST00000440837 ENST00000600248 ENST00000601012 ENST00000601754 	1945 1725 1945 	1237 567 306 483 558 570 306 306 316 306 476 1195 1237 567 306 	1945 1725 1945 	1237 567 306 483 558 570 306 306 316 306 476 1195 1237 567 306 	52 52 52 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000343325 	ENST00000513201 	2342 	131 	2343 	131 	43 	45 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1149 1166 	188 139 	1149 1166 	188 139 	52 52 	53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	279 	242 252 	279 	242 252 	53 	53 53 
ENST00000592379 	ENST00000582736 	41 	124 	41 	124 	53 	53 
ENST00000323601 	ENST00000216727 ENST00000397276 	671 	1362 2151 	671 	1362 2151 	52 	53 53 
ENST00000585033 ENST00000323813 	ENST00000368567 ENST00000392558 ENST00000493224 ENST00000477151 ENST00000422457 ENST00000537999 ENST00000495392 ENST00000536809 	339 410 	59 56 287 176 21 34 21 34 	339 410 	59 56 287 176 21 34 21 34 	53 53 	53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3453 	805 338 361 356 222 220 362 561 361 393 361 338 	3453 	805 338 361 356 222 220 362 561 361 393 361 338 	53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000564436 ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	468 788 741 	1685 134 	468 788 741 	1685 134 	53 53 53 	53 53 
ENST00000457166 	ENST00000341049 ENST00000451122 ENST00000405348 ENST00000393467 	1810 	1062 1551 798 986 	1811 	1062 1551 798 986 	51 	35 35 35 35 
ENST00000264436 ENST00000566692 ENST00000393359 ENST00000480654 ENST00000493034 ENST00000466805 ENST00000558981 ENST00000263955 ENST00000380586 ENST00000519096 ENST00000380587 ENST00000329099 ENST00000571073 ENST00000497070 ENST00000310585 ENST00000311956 ENST00000319637 ENST00000368026 ENST00000607267 	ENST00000510164 	7047 2693 5063 505 477 364 413 3214 1854 1642 1468 2693 190 2251 14 2644 1377 4433 7047 	1167 	7047 2693 5063 505 477 364 413 3214 1854 1642 1468 2693 190 2251 14 2644 1377 4433 7047 	1167 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	34 
ENST00000229390 ENST00000548326 ENST00000548792 	ENST00000551765 	1075 1603 1363 	1921 	1075 1603 1363 	1921 	52 52 52 	50 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3451 	813 346 369 364 370 371 569 369 401 369 346 	3451 	813 346 369 364 370 371 569 369 401 369 346 	52 	52 52 52 52 52 52 52 52 52 52 52 
ENST00000508814 ENST00000514253 	ENST00000510019 	304 235 	210 	304 235 	210 	50 50 	53 
ENST00000490210 ENST00000605787 	ENST00000537927 ENST00000318304 ENST00000228425 	7035 365 	5467 5748 5680 	7051 381 	5467 5748 5680 	35 35 	53 53 53 
ENST00000373484 	ENST00000414241 ENST00000458695 	3253 	1593 1492 	3253 	1593 1492 	52 	52 52 
ENST00000560723 	ENST00000559556 	413 	825 	413 	825 	53 	51 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000503605 	261 	236 246 427 	261 	236 246 427 	53 	53 53 53 
ENST00000514253 	ENST00000510019 	485 	191 	485 	191 	52 	53 
ENST00000590045 	ENST00000405570 ENST00000396183 ENST00000349496 ENST00000453024 ENST00000396185 ENST00000465552 ENST00000482042 	1372 	1840 1969 1964 2090 1898 145 128 	1374 	1840 1969 1964 2090 1898 145 128 	51 	53 53 53 53 53 53 53 
ENST00000449131 	ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000474036 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	4127 	5241 5785 5512 5242 5889 6656 5512 5247 5514 5242 1397 604 5512 5512 5512 5512 	4127 	5241 5785 5512 5242 5889 6656 5512 5247 5514 5242 1397 604 5512 5512 5512 5512 	53 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000320934 	ENST00000529622 	4527 	232 	4527 	232 	51 	53 
ENST00000496009 ENST00000373295 	ENST00000456267 ENST00000414832 	2310 1655 	459 479 	2310 1655 	459 479 	52 52 	53 53 
ENST00000342039 ENST00000338938 ENST00000379430 	ENST00000559567 ENST00000560756 	1514 1514 1514 	1095 1095 	1514 1514 1514 	1095 1095 	53 53 53 	53 53 
ENST00000313093 ENST00000586866 ENST00000543365 ENST00000590577 	ENST00000590060 	4229 4085 3715 3227 	338 	4229 4085 3715 3227 	338 	35 35 35 35 	53 
ENST00000449131 	ENST00000434913 ENST00000492727 	4169 	113 111 	4169 	113 111 	53 	53 53 
ENST00000505599 	ENST00000482481 	2496 	8302 	2507 	8302 	35 	34 
ENST00000342022 ENST00000592154 	ENST00000395686 	2892 558 	3669 	2892 558 	3669 	52 52 	52 
ENST00000303746 ENST00000572045 ENST00000575885 ENST00000571007 ENST00000319500 ENST00000575769 	ENST00000572832 	2197 2210 1670 1749 1750 1825 	287 	2197 2210 1670 1749 1750 1825 	287 	53 53 53 53 53 53 	34 
ENST00000514253 	ENST00000510019 ENST00000511844 	465 	178 137 	465 	178 137 	52 	52 52 
ENST00000557452 	ENST00000292852 	2904 	1859 	2904 	1859 	53 	53 
ENST00000514253 	ENST00000511844 	495 	66 	495 	66 	53 	52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000434913 ENST00000517577 	3777 	107 105 246 247 	3777 	107 105 246 247 	53 	53 53 53 53 
ENST00000514253 	ENST00000511844 	509 	120 	509 	120 	53 	52 
ENST00000514253 	ENST00000510019 ENST00000429775 	468 	209 34 	468 	209 34 	52 	53 53 
ENST00000349699 ENST00000283243 	ENST00000448775 	4385 6851 	2463 	4391 6857 	2463 	31 31 	52 
ENST00000327064 ENST00000344150 ENST00000586221 	ENST00000586748 ENST00000253031 	2872 2613 2601 	1514 1468 	2872 2613 2601 	1514 1468 	53 53 53 	36 36 
ENST00000373484 	ENST00000414241 ENST00000458695 	3247 	1616 1515 	3248 	1616 1515 	50 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000430907 ENST00000450676 ENST00000599364 	3407 	815 348 371 366 372 373 371 371 348 	3407 	815 348 371 366 372 373 371 371 348 	53 	53 53 53 53 53 53 53 53 53 
ENST00000261839 ENST00000560809 ENST00000482280 ENST00000379343 ENST00000454324 ENST00000449777 ENST00000282587 ENST00000406369 ENST00000435660 ENST00000357055 	ENST00000463920 ENST00000530096 ENST00000295025 ENST00000394479 	6093 5535 840 2120 1983 1757 2000 1780 1931 1983 	2119 728 2462 2231 	6101 5543 848 2128 1991 1765 2008 1788 1939 1991 	2136 745 2479 2248 	44 44 44 44 44 44 44 44 44 44 	36 36 36 36 
ENST00000504881 	ENST00000322776 ENST00000532303 ENST00000532244 ENST00000529927 ENST00000524838 ENST00000532343 ENST00000415352 ENST00000530014 ENST00000530103 ENST00000525086 ENST00000534139 ENST00000533075 ENST00000529867 ENST00000530638 ENST00000528314 ENST00000528377 ENST00000526770 ENST00000526169 	419 	524 393 445 409 428 401 411 666 444 444 487 397 382 403 469 542 230 113 	419 	524 393 445 409 428 401 411 666 444 444 487 397 382 403 469 542 230 113 	53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1154 1171 	203 154 	1154 1171 	203 154 	52 52 	53 53 
ENST00000373484 	ENST00000414241 ENST00000458695 ENST00000463378 	3188 	1582 1481 821 	3189 	1582 1481 821 	52 	53 53 53 
ENST00000596284 	ENST00000193403 ENST00000394419 ENST00000438964 ENST00000376839 ENST00000538545 	-7 	1439 1238 1261 1139 1075 	0 	1439 1238 1261 1139 1075 	45 	53 53 53 53 53 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 	283 214 	144 154 199 	283 214 	144 154 199 	53 53 	52 52 52 
ENST00000529565 ENST00000529694 	ENST00000231368 	3220 61 	5735 	3220 61 	5735 	43 43 	53 
ENST00000514253 	ENST00000511844 	496 	130 	496 	130 	53 	53 
ENST00000592379 	ENST00000475608 	141 	13 	141 	13 	53 	52 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3495 	787 338 171 204 202 343 543 343 375 343 	3495 	787 338 171 204 202 343 543 343 375 343 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 	208 	96 55 74 	209 	96 55 74 	52 	53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3487 	798 331 349 215 213 554 354 386 354 331 	3487 	798 331 349 215 213 554 354 386 354 331 	51 	53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000434913 ENST00000517577 	3776 	101 99 240 241 	3776 	101 99 240 241 	52 	53 53 53 53 
ENST00000413658 	ENST00000477297 	1205 	624 	1205 	624 	52 	51 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3418 	812 345 368 363 369 370 368 400 368 345 	3418 	812 345 368 363 369 370 368 400 368 345 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000314675 	ENST00000319041 	2089 	641 	2089 	641 	53 	48 
ENST00000372420 ENST00000372431 ENST00000354050 ENST00000477313 ENST00000542937 	ENST00000372459 	1460 1673 1522 2188 2188 	1818 	1469 1682 1531 2197 2197 	1818 	44 44 44 44 44 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3477 	812 345 368 363 369 370 568 368 400 368 345 	3484 	812 345 368 363 369 370 568 368 400 368 345 	46 	53 53 53 53 53 53 53 53 53 53 53 
ENST00000373186 ENST00000308559 ENST00000373175 	ENST00000261192 ENST00000538118 ENST00000342945 	4013 3946 3788 	3946 3747 3390 	4013 3946 3788 	3946 3747 3390 	53 53 53 	49 49 49 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	798 331 349 215 213 554 354 386 354 331 	3482 	798 331 349 215 213 554 354 386 354 331 	52 	53 53 53 53 53 53 53 53 53 53 
ENST00000361681 	ENST00000361567 	479 	1604 	479 	1604 	46 	53 
ENST00000314675 	ENST00000319041 	2110 	405 	2114 	405 	49 	51 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	386 	647 656 660 542 	386 	647 656 660 542 	53 	53 53 53 53 
ENST00000478113 ENST00000395465 	ENST00000563996 	3486 4078 	1084 	3486 4078 	1084 	53 53 	52 
ENST00000397488 ENST00000324385 ENST00000397489 	ENST00000566296 	4438 4533 4436 	526 	4438 4533 4436 	526 	53 53 53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	87 85 227 	3760 	87 85 227 	52 	53 53 53 
ENST00000479945 	ENST00000261798 	1161 	4884 	1165 	4884 	42 	53 
ENST00000514253 	ENST00000511844 	498 	137 	498 	137 	53 	52 
ENST00000506487 ENST00000463753 	ENST00000409562 ENST00000550977 ENST00000229465 ENST00000602666 	571 2747 	2960 2204 1109 2488 	591 2767 	2960 2204 1109 2488 	32 32 	53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3475 	818 351 374 369 375 376 574 374 374 351 	3475 	818 351 374 369 375 376 574 374 374 351 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	99 97 239 	3744 	99 97 239 	53 	53 53 53 
ENST00000586748 ENST00000253031 ENST00000592646 	ENST00000327064 ENST00000344150 ENST00000586221 	1447 1401 849 	2897 2638 2626 	1447 1401 849 	2897 2638 2626 	53 53 53 	53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	364 	79 22 	364 	79 22 	53 	51 51 
ENST00000539903 ENST00000485920 	ENST00000468078 	2650 2645 	335 	2650 2645 	335 	53 53 	51 
ENST00000604922 	ENST00000361475 ENST00000468262 ENST00000536701 ENST00000536724 	242 	1705 1615 1360 1423 	242 	1705 1615 1360 1423 	53 	53 53 53 53 
ENST00000319406 	ENST00000476192 ENST00000558583 ENST00000489060 ENST00000497426 ENST00000310613 ENST00000474698 	1441 	5014 6106 1997 5014 3204 5013 	1456 	5022 6114 2005 5022 3212 5021 	38 	43 43 43 43 43 43 
ENST00000570780 ENST00000391950 	ENST00000520547 	1118 1135 	275 	1118 1135 	275 	42 42 	53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4165 	107 109 	4165 	107 109 	53 	52 52 
ENST00000559989 	ENST00000558577 ENST00000559807 ENST00000558650 ENST00000559567 ENST00000559375 ENST00000557956 ENST00000558075 ENST00000559952 ENST00000559121 ENST00000561184 	3088 	397 271 262 330 347 335 243 397 271 262 	3088 	397 271 262 330 347 335 243 397 271 262 	53 	51 51 51 51 51 51 51 51 51 51 
ENST00000514253 	ENST00000510019 ENST00000429775 	459 	230 55 	459 	230 55 	53 	52 52 
ENST00000320934 	ENST00000529622 	4565 	405 	4573 	405 	45 	53 
ENST00000361681 	ENST00000361567 	442 	1701 	442 	1701 	53 	52 
ENST00000570037 ENST00000562111 	ENST00000565813 	817 770 	169 	819 772 	169 	51 51 	53 
ENST00000320934 	ENST00000464611 ENST00000331789 ENST00000425660 ENST00000462494 	4407 	276 1478 1411 1811 	4407 	276 1478 1411 1811 	53 	53 53 53 53 
ENST00000522663 ENST00000403396 	ENST00000304032 ENST00000448025 ENST00000428334 	1390 1390 	2039 359 997 	1390 1390 	2039 359 997 	52 52 	53 53 53 
ENST00000371975 ENST00000442598 	ENST00000295470 ENST00000602300 ENST00000502762 ENST00000349655 	3026 2466 	940 521 1215 515 	3035 2475 	940 521 1215 515 	44 44 	52 52 52 52 
ENST00000476975 	ENST00000480035 	692 	148 	692 	148 	53 	53 
ENST00000361681 	ENST00000361567 	398 	1595 	398 	1595 	53 	53 
ENST00000547992 	ENST00000547281 ENST00000550419 	2428 	696 804 	2428 	696 804 	53 	51 51 
ENST00000592379 	ENST00000597341 	157 	103 	157 	103 	53 	53 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4128 	98 300 100 100 	4128 	98 300 100 100 	52 	53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	129 88 	484 	129 88 	53 	52 52 
ENST00000396700 ENST00000548724 ENST00000323944 	ENST00000374523 ENST00000480346 ENST00000428849 ENST00000494554 ENST00000448818 ENST00000492385 	2781 2781 2898 	2341 330 2341 330 2341 330 	2781 2781 2898 	2341 330 2341 330 2341 330 	35 35 35 	53 53 53 53 53 53 
ENST00000592379 	ENST00000582736 	41 	108 	41 	108 	53 	53 
ENST00000431149 ENST00000414755 	ENST00000482983 	513 154 	391 	513 154 	391 	32 32 	52 
ENST00000508814 ENST00000514253 	ENST00000510019 	306 237 	199 	306 237 	199 	53 53 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	2297 2198 1952 	258 	2297 2198 1952 	258 	53 53 53 	52 
