ENST00000574872 	ENST00000519266 ENST00000520221 	681 	194 34 	681 	194 34 	44 	53 53 
ENST00000446420 	ENST00000375412 	8 	1265 	8 	1265 	52 	53 
ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 	ENST00000409562 	5397 2380 5397 5396 	2191 	5397 2380 5397 5396 	2191 	35 35 35 35 	40 
ENST00000225174 ENST00000394579 	ENST00000402802 	1012 943 	1591 	1012 943 	1591 	53 53 	33 
ENST00000591247 ENST00000293406 	ENST00000359543 	1556 1381 	820 	1556 1381 	840 	53 53 	33 
ENST00000323496 	ENST00000463943 	258 	395 	258 	395 	52 	51 
ENST00000313243 ENST00000474039 ENST00000354489 ENST00000595369 	ENST00000480258 ENST00000607628 ENST00000270458 ENST00000608074 ENST00000610213 	2918 2793 2764 2942 	4812 4829 7070 4709 4823 	2918 2793 2764 2942 	4812 4829 7070 4709 4823 	53 53 53 53 	37 37 37 37 37 
ENST00000476064 ENST00000487632 ENST00000461020 ENST00000232501 ENST00000479512 	ENST00000534030 	1151 1681 1895 1366 1582 	368 	1151 1681 1895 1366 1582 	368 	53 53 53 53 53 	53 
ENST00000444581 ENST00000443884 ENST00000457991 	ENST00000453917 	1059 520 518 	284 	1059 520 518 	284 	53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	149 339 174 131 71 59 59 82 59 82 59 82 59 59 59 68 	162 	149 339 174 131 71 59 59 82 59 82 59 82 59 59 59 68 	162 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	51 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	271 271 263 271 	33 	271 271 263 271 	33 	53 53 53 53 	53 
ENST00000379487 	ENST00000405737 	117 	132 	117 	132 	52 	53 
ENST00000340139 ENST00000451321 ENST00000503746 ENST00000420368 ENST00000510876 ENST00000515819 	ENST00000510406 ENST00000508961 	212 477 172 328 406 511 	595 295 	212 477 172 328 406 511 	595 295 	52 52 52 52 52 52 	53 53 
ENST00000357037 	ENST00000380739 ENST00000397622 	2511 	2315 2373 	2511 	2332 2390 	52 	36 36 
ENST00000263277 	ENST00000494686 	3079 	914 	3079 	924 	52 	35 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	327 345 211 209 550 350 382 350 327 	3803 	327 345 211 209 550 350 382 350 327 	3817 	53 53 53 53 53 53 53 53 53 	39 
ENST00000413712 ENST00000491854 	ENST00000487078 ENST00000360131 	78 616 	3170 3088 	78 616 	3170 3088 	53 53 	53 53 
ENST00000420088 ENST00000474485 	ENST00000600057 	107 65 	603 	107 65 	603 	53 53 	51 
ENST00000439369 ENST00000503215 ENST00000506368 	ENST00000281146 	66 68 33 	60 	66 68 33 	60 	51 51 51 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000444831 ENST00000440049 ENST00000469899 	ENST00000515262 	131 321 156 113 53 41 41 41 64 41 64 41 41 64 35 41 41 	154 	131 321 156 113 53 41 41 41 64 41 64 41 41 64 35 41 41 	154 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	ENST00000449131 	336 169 202 200 341 541 341 373 341 	3802 	336 169 202 200 341 541 341 373 341 	3802 	53 53 53 53 53 53 53 53 53 	52 
ENST00000425761 ENST00000406984 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	ENST00000449131 	335 168 340 540 340 372 340 	4131 	335 168 340 540 340 372 340 	4131 	52 52 52 52 52 52 52 	51 
ENST00000392385 ENST00000508075 ENST00000409562 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 	ENST00000429412 ENST00000546113 	471 445 2242 1245 1163 1524 3715 	1603 1603 	471 445 2242 1245 1163 1524 3715 	1603 1603 	53 53 53 53 53 53 53 	50 50 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000493479 ENST00000389400 	ENST00000604922 	533 535 409 535 543 517 561 	250 	533 535 409 535 543 517 561 	250 	53 53 53 53 53 53 53 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	149 339 174 131 71 59 59 82 59 59 82 59 59 59 68 	153 	149 339 174 131 71 59 59 82 59 59 82 59 59 59 68 	153 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000299192 	ENST00000564557 ENST00000565697 ENST00000568158 	2879 	163 57 153 	2879 	182 76 172 	53 	31 31 31 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	149 339 174 131 71 59 59 82 59 82 59 82 59 59 59 68 	159 	149 339 174 131 71 59 59 82 59 82 59 82 59 59 59 68 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	50 
ENST00000394123 ENST00000522761 ENST00000356245 ENST00000520177 ENST00000543466 ENST00000413279 	ENST00000425699 	1156 1239 1154 1052 1239 1012 	4226 	1156 1239 1154 1052 1239 1012 	4226 	52 52 52 52 52 52 	52 
ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 78 101 78 78 101 78 78 87 	136 	78 78 78 101 78 78 101 78 78 87 	136 	52 52 52 52 52 52 52 52 52 52 	53 
ENST00000548946 	ENST00000275820 	210 	5434 	210 	5442 	53 	45 
ENST00000230449 ENST00000448181 	ENST00000411857 	2443 1214 	1669 	2443 1214 	1689 	53 53 	31 
ENST00000446420 	ENST00000375412 	118 	1248 	118 	1248 	52 	52 
ENST00000399933 ENST00000381461 	ENST00000321505 ENST00000389726 	6489 6399 	9147 9109 	6489 6399 	9151 9113 	53 53 	42 42 
ENST00000432629 ENST00000393148 	ENST00000492999 ENST00000486695 ENST00000467671 	204 230 	281 281 281 	204 230 	281 281 281 	53 53 	53 53 53 
ENST00000211372 ENST00000477055 ENST00000481330 ENST00000476288 ENST00000464447 ENST00000470852 ENST00000489474 ENST00000477733 ENST00000434122 ENST00000459882 ENST00000477273 ENST00000470276 ENST00000477787 ENST00000461584 ENST00000482698 ENST00000463901 ENST00000439602 ENST00000474973 ENST00000474626 ENST00000476222 ENST00000496813 ENST00000490191 ENST00000472218 ENST00000479802 ENST00000454021 ENST00000486781 ENST00000473242 ENST00000484321 ENST00000472979 ENST00000475634 ENST00000464602 ENST00000461925 ENST00000457341 ENST00000476337 ENST00000490380 ENST00000494232 ENST00000482391 ENST00000463232 ENST00000485674 ENST00000487970 	ENST00000498565 	314 355 236 386 225 697 578 114 314 290 236 386 225 697 578 114 314 290 236 386 225 697 578 114 314 290 236 386 225 697 578 114 314 290 236 386 225 697 578 114 	245 	314 355 236 386 225 697 578 114 314 290 236 386 225 697 578 114 314 290 236 386 225 697 578 114 314 290 236 386 225 697 578 114 314 290 236 386 225 697 578 114 	245 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000529359 ENST00000424479 	ENST00000593238 	1490 1435 	60 	1490 1435 	60 	49 49 	53 
ENST00000452596 ENST00000583640 ENST00000451304 ENST00000383620 ENST00000383326 ENST00000499304 ENST00000437287 ENST00000442199 ENST00000449501 ENST00000450024 	ENST00000453518 ENST00000429656 ENST00000450479 	413 413 267 279 458 273 273 273 273 267 	129 129 129 	434 434 288 300 479 294 294 294 294 288 	129 129 129 	32 32 32 32 32 32 32 32 32 32 	53 53 53 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	692 700 688 	199 	692 700 688 	199 	51 51 51 	53 
ENST00000574872 ENST00000442087 	ENST00000519266 ENST00000520221 	711 194 	177 17 	711 194 	177 17 	53 53 	52 52 
ENST00000427522 	ENST00000331373 ENST00000397622 	7209 	1671 2370 	7209 	1676 2375 	52 	36 36 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	450 401 	1136 1153 	450 401 	1136 1153 	51 51 	52 52 
ENST00000427522 	ENST00000331373 ENST00000397622 	7209 	1671 2370 	7209 	1676 2375 	52 	36 36 
ENST00000425466 ENST00000484430 ENST00000398981 ENST00000411660 	ENST00000604922 	609 611 619 611 	274 	609 611 619 611 	274 	52 52 52 52 	53 
ENST00000233813 	ENST00000449131 	5409 	4138 	5409 	4138 	53 	53 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	191 233 259 135 234 234 	290 290 290 	191 233 259 135 234 234 	290 290 290 	53 53 53 53 53 53 	53 53 53 
ENST00000369291 	ENST00000331302 ENST00000323434 ENST00000596450 ENST00000594863 ENST00000608877 ENST00000574223 	2673 	1894 2097 1894 2097 1894 2097 	2673 	1913 2116 1913 2116 1913 2116 	53 	33 33 33 33 33 33 
ENST00000391945 	ENST00000314442 ENST00000472858 ENST00000221996 ENST00000480829 ENST00000277491 ENST00000523960 ENST00000549352 ENST00000489711 ENST00000489158 ENST00000527047 ENST00000601252 ENST00000595527 ENST00000600878 ENST00000488005 ENST00000596577 ENST00000446628 ENST00000603371 	3824 	3728 44 3493 1991 1991 1569 42 4609 1861 691 1654 1128 223 664 1991 2788 407 	3835 	3728 44 3493 1991 1991 1569 42 4609 1861 691 1654 1128 223 664 1991 2788 407 	42 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000416139 ENST00000446445 	ENST00000592379 	293 293 	7 	293 293 	7 	53 53 	52 
ENST00000515202 ENST00000506525 ENST00000515116 	ENST00000506838 	220 325 132 	662 	220 325 132 	662 	53 53 53 	53 
ENST00000337755 ENST00000519836 ENST00000523108 ENST00000520918 ENST00000521305 ENST00000520134 ENST00000519616 	ENST00000506042 ENST00000514093 ENST00000376929 	1096 7 209 213 658 214 426 	95 85 105 	1096 7 209 213 658 214 426 	95 85 105 	53 53 53 53 53 53 53 	53 53 53 
ENST00000451219 ENST00000555161 	ENST00000604922 	520 502 	319 	520 502 	319 	53 53 	53 
ENST00000521467 ENST00000524152 ENST00000518700 ENST00000519068 	ENST00000325509 	75 170 206 27 	66 	75 170 206 27 	66 	52 52 52 52 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	417 	194 194 	417 	53 53 	51 
ENST00000431134 ENST00000475608 	ENST00000592379 	338 346 	7 	338 346 	7 	53 53 	51 
ENST00000425466 ENST00000398259 ENST00000493479 ENST00000389400 	ENST00000604922 	533 531 517 561 	227 	533 531 517 561 	227 	53 53 53 53 	52 
ENST00000475309 	ENST00000367139 	823 	2450 	828 	2456 	31 	32 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000493028 ENST00000454675 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	125 125 125 122 124 125 148 125 125 125 125 125 134 	126 	125 125 125 122 124 125 148 125 125 125 125 125 134 	126 	52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000489249 ENST00000486041 ENST00000473679 ENST00000496632 	ENST00000368008 ENST00000479728 	183 274 408 502 	868 124 	183 274 408 502 	868 124 	53 53 53 53 	53 53 
ENST00000476149 ENST00000502413 ENST00000550977 ENST00000518152 ENST00000519167 ENST00000556347 ENST00000229465 	ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 	2687 1062 1756 523 313 518 662 	3249 5058 759 747 	2698 1073 1767 534 324 529 673 	3255 5064 765 753 	42 42 42 42 42 42 42 	35 35 35 35 
ENST00000484430 ENST00000398981 	ENST00000604922 	519 527 	276 	519 527 	276 	53 53 	53 
ENST00000377069 ENST00000542973 ENST00000606773 ENST00000607408 	ENST00000392464 ENST00000606568 	4316 2674 4316 2674 	1268 1268 	4316 2674 4316 2674 	1268 1268 	53 53 53 53 	53 53 
ENST00000555532 	ENST00000498565 	42 	267 	42 	267 	52 	53 
ENST00000508075 	ENST00000309733 	827 	6923 	827 	6928 	53 	47 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000588627 ENST00000471280 	ENST00000492999 ENST00000486695 ENST00000467671 	167 209 235 111 1985 201 	290 290 290 	167 209 235 111 1985 201 	290 290 290 	53 53 53 53 53 53 	53 53 53 
ENST00000484430 ENST00000398981 ENST00000451219 ENST00000555161 	ENST00000604922 	523 531 520 502 	283 	523 531 520 502 	283 	53 53 53 53 	52 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	693 701 689 	179 	693 701 689 	179 	52 52 52 	53 
ENST00000574872 	ENST00000519266 ENST00000520221 	683 	177 17 	683 	177 17 	53 	52 52 
ENST00000521724 ENST00000302763 ENST00000518910 ENST00000519309 ENST00000520158 ENST00000518825 ENST00000518585 ENST00000518919 ENST00000355078 	ENST00000515059 	448 642 331 733 624 554 369 308 448 	2581 	448 642 331 733 624 554 369 308 448 	2596 	53 53 53 53 53 53 53 53 53 	33 
ENST00000484430 ENST00000398981 ENST00000411660 	ENST00000604922 	601 609 601 	284 	601 609 601 	284 	53 53 53 	53 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 	ENST00000411963 ENST00000492999 ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	178 220 246 122 221 	381 307 381 307 381 307 	178 220 246 122 221 	381 307 381 307 381 307 	52 52 52 52 52 	33 33 33 33 33 33 
ENST00000484430 ENST00000398981 ENST00000451219 ENST00000555161 	ENST00000604922 	523 531 520 502 	286 	523 531 520 502 	286 	53 53 53 53 	53 
ENST00000257013 	ENST00000227507 ENST00000539241 ENST00000536559 ENST00000535993 	608 	170 92 51 26 	608 	190 112 71 46 	53 	33 33 33 33 
ENST00000604922 	ENST00000425466 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000493479 	183 	531 533 541 529 515 	183 	531 533 541 529 515 	53 	53 53 53 53 53 
ENST00000456012 ENST00000470780 ENST00000492759 ENST00000450342 ENST00000473059 ENST00000481018 ENST00000462184 ENST00000550728 ENST00000396634 ENST00000376806 ENST00000496081 ENST00000376802 ENST00000495183 ENST00000479320 ENST00000461903 ENST00000376809 	ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	706 674 182 370 608 606 606 418 706 674 182 370 608 606 606 387 	56 56 56 56 56 56 56 	709 677 185 373 611 609 609 421 709 677 185 373 611 609 609 390 	56 56 56 56 56 56 56 	44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 	37 37 37 37 37 37 37 
ENST00000592839 ENST00000592314 ENST00000586396 ENST00000591121 ENST00000590034 	ENST00000589097 	98 91 150 63 49 	461 	98 91 150 63 49 	461 	53 53 53 53 53 	53 
ENST00000296464 ENST00000531821 	ENST00000467590 ENST00000520704 	7241 904 	2021 1231 	7251 914 	2021 1231 	33 33 	41 41 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	152 342 177 134 74 62 62 85 62 85 62 85 62 62 62 71 	157 	152 342 177 134 74 62 62 85 62 85 62 85 62 62 62 71 	157 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	51 
ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	331 349 215 213 554 354 386 354 331 	3795 	331 349 215 213 554 354 386 354 331 	3795 	53 53 53 53 53 53 53 53 53 	53 
ENST00000431620 	ENST00000463515 	173 	318 	173 	318 	33 	38 
ENST00000497322 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1696 	422 348 422 348 	1696 	422 348 422 348 	48 	52 52 52 52 
ENST00000479918 	ENST00000401026 ENST00000557479 ENST00000338949 ENST00000334652 	34 	11 11 11 11 	34 	11 11 11 11 	53 	41 41 41 41 
ENST00000546654 	ENST00000564755 	103 	191 	103 	191 	53 	52 
ENST00000484430 ENST00000398981 ENST00000474167 	ENST00000604922 	674 682 666 	248 	674 682 666 	248 	53 53 53 	52 
ENST00000498161 ENST00000425761 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	346 364 371 569 369 401 369 346 	4124 	346 364 371 569 369 401 369 346 	4124 	51 51 51 51 51 51 51 51 	53 
ENST00000496736 ENST00000424066 	ENST00000483793 	162 914 	3444 	162 914 	3444 	53 53 	53 
ENST00000512701 ENST00000463436 ENST00000378182 ENST00000302548 ENST00000543086 ENST00000397203 ENST00000589028 ENST00000367696 ENST00000258349 	ENST00000487099 	7059 459 3876 2979 6840 7059 6810 5696 5423 	4380 	7059 459 3876 2979 6840 7059 6810 5696 5423 	4380 	38 38 38 38 38 38 38 38 38 	37 
ENST00000429775 	ENST00000514253 	264 	452 	264 	452 	53 	53 
ENST00000565184 ENST00000335181 ENST00000567118 ENST00000565154 ENST00000568459 ENST00000561609 ENST00000569857 ENST00000568743 ENST00000562784 ENST00000564178 ENST00000562997 ENST00000449901 ENST00000319622 ENST00000389093 	ENST00000526743 	708 523 532 767 608 532 542 208 216 468 514 532 876 507 	1081 	708 523 532 767 608 532 542 208 216 468 514 532 876 507 	1081 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 	51 
ENST00000336023 ENST00000332858 ENST00000547765 ENST00000550367 ENST00000549870 ENST00000547476 ENST00000295766 ENST00000550767 ENST00000547939 ENST00000548363 	ENST00000549554 	308 1883 592 308 429 466 693 241 395 217 	283 	308 1883 592 308 429 466 693 241 395 217 	283 	53 53 53 53 53 53 53 53 53 53 	53 
ENST00000337387 	ENST00000545162 ENST00000401980 	134 	32 28 	134 	32 28 	53 	53 53 
ENST00000546654 	ENST00000564755 	76 	191 	76 	191 	53 	52 
ENST00000371384 	ENST00000590424 	1876 	2380 	1876 	2394 	53 	31 
ENST00000465065 ENST00000012049 ENST00000366382 ENST00000460376 	ENST00000382021 ENST00000303525 ENST00000295065 ENST00000489047 ENST00000550746 ENST00000410026 ENST00000547440 ENST00000422247 ENST00000301335 ENST00000367942 ENST00000367561 ENST00000425214 	2595 1741 1245 1876 	3238 3142 3668 3315 3892 9772 1822 2034 6840 3037 1963 518 	2595 1741 1245 1876 	3238 3142 3668 3315 3892 9772 1822 2034 6840 3037 1963 518 	53 53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000446916 	ENST00000379558 ENST00000483793 	3829 	6443 3448 	3829 	6443 3448 	46 	38 38 
ENST00000563934 	ENST00000564457 ENST00000412082 ENST00000439021 	128 	258 15 15 	128 	277 34 34 	53 	34 34 34 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	149 339 174 131 71 59 59 82 59 82 59 82 59 59 59 68 	154 	149 339 174 131 71 59 59 82 59 82 59 82 59 59 59 68 	154 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000469438 	ENST00000264169 	39 	9 	39 	9 	53 	53 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	265 265 257 265 	56 	265 265 257 265 	56 	53 53 53 53 	52 
ENST00000416139 ENST00000475608 	ENST00000592379 	222 219 	33 	222 219 	33 	52 52 	53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	348 371 366 372 373 371 348 	4164 	361 384 379 385 386 384 361 	4164 	40 40 40 40 40 40 40 	53 
ENST00000258886 	ENST00000412938 	5016 	5747 	5016 	5766 	32 	32 
ENST00000507623 ENST00000380638 	ENST00000463943 	183 183 	404 	183 183 	404 	53 53 	53 
ENST00000309733 ENST00000604015 	ENST00000409562 ENST00000493254 ENST00000549369 	7502 300 	2134 1456 388 	7502 300 	2134 1456 388 	47 47 	43 43 43 
ENST00000393784 ENST00000523215 	ENST00000402802 	1495 2240 	1588 	1495 2240 	1589 	53 53 	34 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	407 	197 197 	407 	53 53 	52 
ENST00000429775 	ENST00000514253 	257 	452 	257 	452 	52 	53 
ENST00000569564 ENST00000395068 ENST00000313269 	ENST00000478631 ENST00000371513 	1485 1485 1639 	1545 1372 	1485 1485 1639 	1545 1372 	53 53 53 	52 52 
ENST00000475128 	ENST00000394457 	434 	3626 	434 	3626 	52 	53 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	426 377 	1118 1135 	426 377 	1127 1144 	53 53 	41 41 
ENST00000535853 	ENST00000464883 	1117 	390 	1128 	394 	32 	31 
ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	419 	187 187 	419 	53 53 	51 
ENST00000355957 ENST00000359617 ENST00000371141 ENST00000371132 ENST00000358029 ENST00000361770 ENST00000361830 	ENST00000554892 	3911 3313 3951 3566 3343 3911 3227 	188 	3924 3326 3964 3579 3356 3924 3240 	188 	38 38 38 38 38 38 38 	53 
ENST00000492472 ENST00000338733 ENST00000446782 ENST00000424280 ENST00000431002 ENST00000357613 ENST00000568559 ENST00000536413 ENST00000287908 ENST00000394622 ENST00000275053 ENST00000413817 ENST00000552858 	ENST00000302692 ENST00000546474 	797 2000 1747 2351 906 3608 3188 446 3861 3637 6772 3076 47 	1666 6856 	797 2000 1747 2351 906 3608 3188 446 3861 3637 6772 3076 47 	1683 6873 	52 52 52 52 52 52 52 52 52 52 52 52 52 	36 36 
ENST00000496817 ENST00000368719 ENST00000368720 	ENST00000371602 ENST00000349014 ENST00000396029 	587 579 587 	4858 4835 5106 	587 579 587 	4873 4850 5121 	53 53 53 	32 32 32 
ENST00000434913 	ENST00000449131 	249 	4122 	249 	4138 	49 	35 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000493479 	ENST00000604922 	533 535 409 535 543 517 	274 	533 535 409 535 543 517 	274 	53 53 53 53 53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	106 104 246 	4192 	106 104 246 	4192 	53 53 53 	51 
ENST00000503814 	ENST00000466994 	2086 	103 	2086 	125 	53 	31 
ENST00000230538 ENST00000522006 ENST00000389463 ENST00000424408 ENST00000521732 ENST00000368640 ENST00000521398 ENST00000579568 ENST00000578058 ENST00000584825 ENST00000578144 ENST00000577236 ENST00000580656 ENST00000579010 	ENST00000460469 	1291 1282 1155 1260 330 304 1228 1283 1155 1143 1260 330 304 1228 	388 	1291 1282 1155 1260 330 304 1228 1283 1155 1143 1260 330 304 1228 	403 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 	31 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000432393 ENST00000599500 	ENST00000492999 ENST00000486695 ENST00000467671 	179 221 247 123 222 222 	281 281 281 	179 221 247 123 222 222 	281 281 281 	53 53 53 53 53 53 	53 53 53 
ENST00000425466 ENST00000461022 ENST00000411660 	ENST00000604922 	607 631 609 	305 	607 631 609 	305 	53 53 53 	52 
ENST00000529146 ENST00000340537 ENST00000431227 ENST00000534187 ENST00000448228 ENST00000533852 ENST00000346333 ENST00000510443 ENST00000359244 ENST00000458008 ENST00000427587 ENST00000585436 ENST00000497543 ENST00000484945 ENST00000459803 ENST00000313946 	ENST00000340333 	1617 1506 1767 1627 1810 1862 1414 1494 1512 1673 1795 1471 1543 1637 1830 2066 	723 	1637 1526 1787 1647 1830 1882 1434 1514 1532 1693 1815 1491 1563 1657 1850 2086 	723 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 	34 
ENST00000269593 ENST00000542955 	ENST00000419932 	1292 927 	236 	1292 927 	236 	53 53 	53 
ENST00000337755 ENST00000519836 ENST00000523108 ENST00000520918 ENST00000521305 ENST00000523329 ENST00000520134 ENST00000519616 	ENST00000506042 ENST00000514093 ENST00000376929 	1091 2 204 208 653 130 209 421 	116 106 126 	1091 2 204 208 653 130 209 421 	116 106 126 	51 51 51 51 51 51 51 51 	53 53 53 
ENST00000392464 ENST00000606568 	ENST00000377069 ENST00000606773 	1425 1425 	4241 4241 	1425 1425 	4241 4241 	53 53 	52 52 
ENST00000323496 	ENST00000463943 	284 	402 	284 	402 	36 	53 
ENST00000309733 	ENST00000429412 ENST00000546113 ENST00000392385 ENST00000409562 ENST00000610020 ENST00000481617 ENST00000604604 	7073 	2442 2442 663 2434 8366 3907 787 	7073 	2442 2442 663 2434 8366 3907 787 	52 	52 52 52 52 52 52 52 
ENST00000484430 ENST00000398981 ENST00000398259 	ENST00000604922 	687 695 683 	194 	687 695 683 	194 	53 53 53 	52 
ENST00000497322 	ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1700 	424 350 424 350 	1700 	424 350 424 350 	52 	53 53 53 53 
ENST00000467368 	ENST00000215838 	60 	23 	60 	23 	51 	53 
ENST00000420575 ENST00000520566 	ENST00000438370 	51 70 	1 	51 70 	1 	53 53 	53 
ENST00000392385 	ENST00000489060 	775 	2166 	775 	2166 	53 	52 
ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000524591 ENST00000496736 	6559 4032 6364 345 5128 3564 7212 1875 1504 15406 1375 1251 6807 1056 1056 	6087 154 	6559 4032 6364 345 5128 3564 7212 1875 1504 15406 1375 1251 6807 1056 1056 	6087 154 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000374700 ENST00000465297 ENST00000485106 ENST00000260930 	ENST00000420788 	3710 2401 2208 127 	109 	3710 2401 2208 127 	109 	53 53 53 53 	32 
ENST00000395686 	ENST00000342022 ENST00000444724 ENST00000295628 ENST00000402255 ENST00000249116 ENST00000355754 ENST00000319211 ENST00000592154 	4058 	2893 2775 4911 1024 990 4548 3284 559 	4058 	2893 2775 4911 1024 990 4548 3284 559 	52 	53 53 53 53 53 53 53 53 
ENST00000450802 ENST00000327271 ENST00000562783 ENST00000509311 ENST00000569659 ENST00000448387 	ENST00000341853 ENST00000561042 ENST00000559110 	1607 1506 1509 1607 1401 1607 	1648 1503 1578 	1607 1506 1509 1607 1401 1607 	1656 1511 1586 	52 52 52 52 52 52 	31 31 31 
