ENST00000434913 	ENST00000449131 	239 	4148 	239 	4148 	52 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4192 	76 74 216 	4192 	53 53 53 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 78 101 78 78 87 	153 	168 358 193 150 90 78 78 78 101 78 78 101 78 78 87 	153 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000017003 ENST00000376550 ENST00000571021 	ENST00000563319 ENST00000566301 ENST00000349223 ENST00000346183 ENST00000329524 ENST00000562926 ENST00000563796 ENST00000563288 ENST00000535127 ENST00000553456 	2997 2757 1664 	4069 3787 3951 3662 3766 3695 3700 3737 4141 452 	2997 2757 1664 	4090 3808 3972 3683 3787 3716 3721 3758 4162 473 	52 52 52 	32 32 32 32 32 32 32 32 32 32 
ENST00000307961 ENST00000567229 ENST00000568588 ENST00000561775 ENST00000564744 ENST00000564647 	ENST00000490804 	1008 1547 1411 966 548 989 	117 	1008 1547 1411 966 548 989 	132 	53 53 53 53 53 53 	31 
ENST00000262605 ENST00000372904 ENST00000461134 	ENST00000455205 ENST00000267205 ENST00000506793 ENST00000281543 ENST00000511493 ENST00000596055 	2502 2524 2533 	1421 2486 2586 2898 974 1421 	2502 2524 2533 	1421 2486 2586 2898 974 1421 	53 53 53 	53 53 53 53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	181 181 	417 	181 181 	417 	53 53 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	158 348 183 140 80 68 68 68 91 68 91 68 91 68 68 77 	159 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	50 
ENST00000475608 	ENST00000592379 	351 	60 	351 	60 	53 	53 
ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	78 78 78 101 78 78 101 78 78 87 	137 	78 78 78 101 78 78 101 78 78 87 	137 	51 51 51 51 51 51 51 51 51 51 	53 
ENST00000498161 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	361 385 386 361 	3768 	361 385 386 361 	3768 	53 53 53 53 	52 
ENST00000564892 ENST00000563801 ENST00000563814 ENST00000569194 ENST00000564081 ENST00000567864 ENST00000323345 ENST00000463740 ENST00000468019 ENST00000315731 ENST00000489392 ENST00000492798 ENST00000477943 ENST00000447432 	ENST00000471694 ENST00000355354 	718 991 822 507 834 214 718 991 822 507 834 214 688 700 	5640 3865 	718 991 822 507 834 214 718 991 822 507 834 214 688 700 	5640 3865 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	38 38 
ENST00000434913 ENST00000517577 	ENST00000449131 	244 245 	4164 	244 245 	4164 	45 45 	53 
ENST00000443128 ENST00000219299 	ENST00000486524 ENST00000317968 ENST00000514743 ENST00000380176 ENST00000437932 	3435 3597 	3012 2664 2659 2421 2352 	3451 3613 	3012 2664 2659 2421 2352 	37 37 	40 40 40 40 40 
ENST00000391877 	ENST00000361786 ENST00000513036 ENST00000534599 ENST00000601613 ENST00000469979 	1097 	3068 472 92 873 2970 	1110 	3083 487 107 888 2985 	40 	37 37 37 37 37 
ENST00000500945 ENST00000505993 ENST00000513167 ENST00000514775 	ENST00000316788 	61 61 40 55 	75 	61 61 40 55 	75 	53 53 53 53 	53 
ENST00000310118 ENST00000435761 ENST00000439383 ENST00000473991 ENST00000491494 ENST00000451892 	ENST00000510760 ENST00000591037 	2962 2141 2152 483 74 2400 	1876 1585 	2962 2141 2152 483 74 2400 	1880 1589 	50 50 50 50 50 50 	47 47 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	154 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	154 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000462942 ENST00000589319 ENST00000445217 ENST00000377296 ENST00000485823 	ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 ENST00000368905 ENST00000448814 ENST00000485330 	6794 862 5622 1685 170 	2326 2146 1801 1726 1648 1198 1269 1163 	6814 882 5642 1705 190 	2326 2146 1801 1726 1648 1198 1269 1163 	31 31 31 31 31 	53 53 53 53 53 53 53 53 
ENST00000416139 ENST00000475608 	ENST00000592379 	222 219 	73 	222 219 	73 	52 52 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000472161 ENST00000474167 	ENST00000604922 	542 544 418 539 540 	315 	542 544 418 539 540 	315 	53 53 53 53 53 	53 
ENST00000529576 	ENST00000473204 ENST00000464387 ENST00000375504 	348 	1202 797 1205 	348 	1202 797 1205 	49 	53 53 53 
ENST00000318008 ENST00000435347 	ENST00000381395 ENST00000381406 ENST00000416167 ENST00000300632 	3389 2781 	3018 3670 4076 3635 	3389 2781 	3034 3686 4092 3651 	52 52 	32 32 32 32 
ENST00000498161 ENST00000466086 ENST00000413500 ENST00000394290 ENST00000599364 	ENST00000449131 	331 215 213 386 331 	3766 	331 215 213 386 331 	3766 	53 53 53 53 53 	52 
ENST00000299157 	ENST00000461206 	2849 	25 	2849 	25 	52 	53 
ENST00000416139 ENST00000475608 	ENST00000592379 	227 224 	61 	227 224 	61 	52 52 	53 
ENST00000456102 ENST00000373632 ENST00000462163 	ENST00000343811 ENST00000400440 ENST00000421643 ENST00000400441 ENST00000441008 	184 131 119 	193 205 222 113 71 	184 131 119 	193 205 222 113 71 	53 53 53 	53 53 53 53 53 
ENST00000498161 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	359 383 384 359 	3766 	359 383 384 359 	3766 	53 53 53 53 	52 
ENST00000417572 ENST00000456515 ENST00000493107 ENST00000450981 	ENST00000447630 	196 210 131 341 	21 	207 221 142 352 	21 	42 42 42 42 	53 
ENST00000491306 	ENST00000392620 ENST00000328023 	1479 	1886 1831 	1479 	1886 1831 	53 	43 43 
ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	417 	194 194 	417 	46 46 	51 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	271 271 263 271 	12 	271 271 263 271 	12 	53 53 53 53 	53 
ENST00000567272 ENST00000403549 	ENST00000427908 	577 425 	1814 	595 443 	1814 	34 34 	52 
ENST00000546654 	ENST00000564755 	85 	190 	85 	190 	52 	52 
ENST00000483407 	ENST00000315475 	367 	4680 	367 	4680 	52 	52 
ENST00000231498 	ENST00000405508 ENST00000262709 	5013 	3102 2929 	5013 	3120 2947 	51 	35 35 
ENST00000416139 ENST00000446445 	ENST00000592379 	282 282 	59 	282 282 	59 	53 53 	53 
ENST00000296292 	ENST00000472688 ENST00000513408 ENST00000575263 	4729 	660 1141 1141 	4729 	681 1162 1162 	51 	32 32 32 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	95 93 235 	4198 	95 93 235 	4198 	53 53 53 	53 
ENST00000468666 ENST00000478186 	ENST00000445820 ENST00000428199 	228 220 	141 141 	228 220 	141 141 	53 53 	53 53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	362 385 380 386 387 385 362 	3794 	362 385 380 386 387 385 362 	3794 	53 53 53 53 53 53 53 	53 
ENST00000529770 ENST00000524422 ENST00000529460 ENST00000534385 ENST00000527186 ENST00000595020 ENST00000596478 ENST00000601722 ENST00000599442 ENST00000600126 	ENST00000534438 ENST00000601832 	288 160 170 140 884 288 160 170 140 884 	226 226 	288 160 170 140 884 288 160 170 140 884 	226 226 	53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	361 384 379 385 386 384 361 	3804 	361 384 379 385 386 384 361 	3804 	53 53 53 53 53 53 53 	53 
ENST00000421182 ENST00000323926 ENST00000336916 ENST00000357867 ENST00000354785 ENST00000492816 ENST00000446046 ENST00000443816 ENST00000432072 ENST00000356005 ENST00000456923 ENST00000359671 ENST00000346544 ENST00000345488 ENST00000357009 	ENST00000314675 	4242 4516 4243 4243 4620 2088 4243 4248 4515 4243 398 4243 4243 4243 4243 	2131 	4242 4516 4243 4243 4620 2088 4243 4248 4515 4243 398 4243 4243 4243 4243 	2131 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000485591 	ENST00000264605 	300 	3564 	300 	3579 	53 	36 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000493028 ENST00000454675 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	125 125 125 122 124 125 148 125 125 125 125 125 134 	127 	125 125 125 122 124 125 148 125 125 125 125 125 134 	127 	52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000429422 ENST00000395734 ENST00000426837 ENST00000360240 ENST00000420772 ENST00000335271 ENST00000383736 ENST00000441748 ENST00000383737 ENST00000264724 	ENST00000374472 ENST00000536471 	987 2842 6279 3275 2293 854 2108 823 2466 1961 	2234 2331 	987 2842 6279 3275 2293 854 2108 823 2466 1961 	2249 2346 	53 53 53 53 53 53 53 53 53 53 	38 38 
ENST00000225719 ENST00000543464 	ENST00000513882 	2085 1670 	84 	2085 1670 	98 	52 52 	31 
ENST00000336023 ENST00000332858 ENST00000547765 ENST00000550367 ENST00000549870 ENST00000547476 ENST00000295766 ENST00000550767 ENST00000547939 ENST00000548363 	ENST00000549554 	304 1879 588 304 425 462 689 237 391 213 	283 	304 1879 588 304 425 462 689 237 391 213 	283 	53 53 53 53 53 53 53 53 53 53 	53 
ENST00000546654 	ENST00000564755 	85 	191 	85 	191 	51 	52 
ENST00000250495 	ENST00000355299 ENST00000559836 ENST00000561038 	-7 	134 114 66 	0 	134 114 66 	46 	53 53 53 
ENST00000309733 ENST00000478538 ENST00000483793 ENST00000354232 ENST00000489060 	ENST00000550977 	6569 26 3769 1580 1613 	2164 	6569 26 3769 1580 1613 	2164 	52 52 52 52 52 	53 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	262 262 254 262 	16 	262 262 254 262 	16 	53 53 53 53 	53 
ENST00000429775 	ENST00000514253 	252 	455 	252 	455 	53 	52 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4164 	239 240 	4164 	53 53 	53 
ENST00000460355 ENST00000431098 ENST00000314394 	ENST00000492999 ENST00000486695 ENST00000467671 	3462 423 324 	82 82 82 	3462 423 324 	82 82 82 	53 53 53 	52 52 52 
ENST00000498161 ENST00000435241 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	353 376 377 378 353 	3756 	353 376 377 378 353 	3756 	53 53 53 53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	73 71 213 	4202 	73 71 213 	4202 	53 53 53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4209 	76 74 216 	4209 	53 53 53 	53 
ENST00000550977 	ENST00000309733 	1967 	6777 	1976 	6777 	40 	46 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	450 401 	1151 1168 	450 401 	1151 1168 	51 51 	52 52 
ENST00000546654 	ENST00000564755 	92 	191 	92 	191 	53 	52 
ENST00000578049 	ENST00000538264 ENST00000577843 ENST00000578332 ENST00000583315 	380 	767 767 767 767 	385 	788 788 788 788 	48 	32 32 32 32 
ENST00000497322 ENST00000483598 ENST00000310055 ENST00000439896 ENST00000424565 ENST00000406939 ENST00000588627 ENST00000471280 	ENST00000450504 ENST00000426791 	1721 16 135 135 133 135 1910 126 	425 425 	1721 16 135 135 133 135 1910 126 	425 425 	53 53 53 53 53 53 53 53 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000441206 	ENST00000570780 ENST00000391950 	379 	1096 1113 	379 	1096 1113 	50 	53 53 
ENST00000416185 ENST00000448848 	ENST00000514253 	380 329 	495 	380 329 	495 	34 34 	52 
ENST00000258341 ENST00000495918 	ENST00000449131 	4421 285 	3582 	4421 285 	3582 	53 53 	53 
ENST00000498161 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	361 385 386 361 	3766 	361 385 386 361 	3766 	52 52 52 52 	52 
ENST00000347635 ENST00000407019 ENST00000493456 ENST00000396096 ENST00000422489 ENST00000469163 ENST00000425733 ENST00000405676 ENST00000509438 	ENST00000549554 	1584 1595 340 1431 462 1317 1239 1112 1131 	254 	1584 1595 340 1431 462 1317 1239 1112 1131 	254 	52 52 52 52 52 52 52 52 52 	52 
ENST00000416139 ENST00000475608 	ENST00000592379 	222 219 	59 	222 219 	59 	52 52 	53 
ENST00000574872 ENST00000442087 	ENST00000520221 	704 187 	44 	704 187 	44 	53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	189 189 	426 	189 189 	426 	53 53 	51 
ENST00000567272 ENST00000403549 	ENST00000427908 	575 423 	1841 	595 443 	1841 	33 33 	52 
ENST00000416139 ENST00000446445 	ENST00000592379 	283 283 	33 	283 283 	33 	53 53 	53 
ENST00000497322 ENST00000483598 ENST00000432629 ENST00000393148 ENST00000431782 ENST00000433385 ENST00000588627 ENST00000471280 	ENST00000411963 ENST00000492999 ENST00000450504 ENST00000486695 ENST00000426791 ENST00000467671 	1784 79 197 223 194 199 1973 189 	427 353 427 353 427 353 	1784 79 197 223 194 199 1973 189 	427 353 427 353 427 353 	53 53 53 53 53 53 53 53 	53 53 53 53 53 53 
ENST00000231061 ENST00000520687 	ENST00000064724 ENST00000489485 	1495 784 	1201 893 	1495 784 	1201 893 	45 45 	34 34 
ENST00000507623 ENST00000380638 	ENST00000463943 	192 192 	426 	192 192 	426 	53 53 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 ENST00000491289 	158 348 183 140 80 68 68 68 91 68 68 91 68 68 77 	149 3679 	158 348 183 140 80 68 68 68 91 68 68 91 68 68 77 	149 3679 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	ENST00000449131 	339 362 357 562 362 394 362 339 	4148 	339 362 357 562 362 394 362 339 	4148 	53 53 53 53 53 53 53 53 	53 
ENST00000553781 ENST00000557008 ENST00000556809 ENST00000557702 	ENST00000594872 	589 754 368 160 	111 	589 754 368 160 	111 	53 53 53 53 	53 
ENST00000538183 	ENST00000610020 	10054 	6029 	10054 	6051 	41 	31 
ENST00000309733 ENST00000478538 ENST00000558583 ENST00000489060 ENST00000518152 	ENST00000493254 	6550 7 5706 1594 347 	2313 	6550 7 5706 1594 347 	2313 	53 53 53 53 53 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000480465 ENST00000395291 	ENST00000515262 	161 351 186 143 83 71 71 71 94 71 71 94 71 80 	151 	161 351 186 143 83 71 71 71 94 71 71 94 71 80 	151 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 
ENST00000399434 	ENST00000549331 ENST00000548272 ENST00000481933 ENST00000552035 	1359 	156 156 -18 156 	1365 	174 174 0 174 	32 	35 35 35 35 
ENST00000359543 	ENST00000400479 	2725 	121 	2725 	121 	52 	52 
ENST00000520547 	ENST00000570780 ENST00000391950 	405 	1136 1153 	405 	1136 1153 	51 	53 53 
ENST00000476192 ENST00000497426 	ENST00000580201 	6054 6054 	126 	6054 6054 	126 	53 53 	53 
ENST00000339083 ENST00000369642 ENST00000285735 ENST00000468093 ENST00000369633 	ENST00000326197 ENST00000372595 ENST00000337495 ENST00000372597 ENST00000372596 ENST00000361705 ENST00000456518 ENST00000402904 ENST00000397174 ENST00000397171 ENST00000361191 	1239 1201 2047 967 1137 	2619 2575 2452 2596 2667 2457 1982 2688 2622 2528 2248 	1239 1201 2047 967 1137 	2619 2575 2452 2596 2667 2457 1982 2688 2622 2528 2248 	52 52 52 52 52 	50 50 50 50 50 50 50 50 50 50 50 
ENST00000503780 ENST00000505124 ENST00000515299 ENST00000503053 ENST00000426172 ENST00000296519 	ENST00000393674 	366 216 271 266 4 4 	254 	366 216 271 266 4 4 	254 	53 53 53 53 53 53 	53 
ENST00000429238 ENST00000491703 ENST00000290299 ENST00000495005 	ENST00000394457 	45 1432 417 190 	3690 	45 1432 417 190 	3690 	53 53 53 53 	53 
ENST00000434913 ENST00000517577 	ENST00000449131 	237 238 	4164 	237 238 	4164 	53 53 	53 
ENST00000378407 	ENST00000490638 	754 	3475 	754 	3475 	53 	49 
ENST00000258091 ENST00000398422 ENST00000540468 ENST00000539919 ENST00000537131 ENST00000538797 	ENST00000567996 ENST00000451393 	1142 460 883 1240 922 1009 	124 124 	1142 460 883 1240 922 1009 	129 129 	53 53 53 53 53 53 	40 40 
ENST00000484430 ENST00000398981 ENST00000389400 ENST00000555161 	ENST00000604922 	527 535 553 506 	256 	527 535 553 506 	256 	53 53 53 53 	53 
ENST00000517577 	ENST00000449131 	229 	4161 	229 	4161 	53 	52 
ENST00000595806 	ENST00000598758 	287 	471 	287 	471 	52 	40 
ENST00000223095 ENST00000445463 	ENST00000316448 ENST00000586803 	1341 1287 	1222 513 	1341 1287 	1238 529 	51 51 	35 35 
ENST00000389400 	ENST00000604922 	544 	241 	544 	241 	53 	50 
ENST00000434913 ENST00000450676 	ENST00000449131 	239 239 	4135 	239 239 	4135 	47 47 	53 
ENST00000518657 	ENST00000523152 	177 	250 	177 	250 	53 	53 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	98 96 238 	4197 	98 96 238 	4197 	53 53 53 	51 
ENST00000276079 ENST00000373841 ENST00000472185 ENST00000490044 ENST00000535149 	ENST00000557958 	2155 2048 152 2657 2326 	1084 	2155 2048 152 2657 2326 	1090 	53 53 53 53 53 	36 
ENST00000574872 	ENST00000520221 	666 	68 	666 	68 	49 	52 
ENST00000498161 ENST00000434913 ENST00000517577 ENST00000599364 	ENST00000449131 	216 237 238 216 	4161 	216 237 238 216 	4161 	48 48 48 48 	52 
ENST00000376759 ENST00000354480 ENST00000430348 ENST00000598825 ENST00000593579 ENST00000599660 	ENST00000473592 	1181 1678 1813 1181 1813 1678 	2247 	1181 1678 1813 1181 1813 1678 	2265 	33 33 33 33 33 33 	32 
ENST00000515202 ENST00000506525 	ENST00000506838 	302 407 	642 	302 407 	642 	53 53 	53 
ENST00000223095 ENST00000445463 	ENST00000532312 	2445 2391 	1026 	2445 2391 	1038 	53 53 	31 
ENST00000307961 ENST00000567229 ENST00000568588 ENST00000561775 ENST00000569696 ENST00000566039 ENST00000564439 ENST00000566622 ENST00000569438 ENST00000566624 ENST00000561554 ENST00000566491 ENST00000428881 	ENST00000602059 ENST00000594998 	138 101 541 82 101 101 100 88 100 101 101 101 45 	83 323 	138 101 541 82 101 101 100 88 100 101 101 101 45 	83 323 	53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000434913 ENST00000517577 	ENST00000449131 	230 231 	4180 	230 231 	4180 	53 53 	53 
ENST00000510019 	ENST00000508814 ENST00000514253 	321 	265 196 	321 	265 196 	53 	53 53 
ENST00000487222 	ENST00000461016 	1350 	159 	1350 	159 	53 	50 
ENST00000584196 ENST00000371059 ENST00000582966 ENST00000225724 ENST00000403396 ENST00000526284 	ENST00000309955 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000548061 	2018 3005 2018 2598 3517 1162 	3684 16 1291 16 16 	2018 3005 2018 2598 3517 1162 	3684 16 1291 16 16 	36 36 36 36 36 36 	46 46 46 46 46 
ENST00000482506 ENST00000395517 ENST00000418441 ENST00000493028 ENST00000454675 ENST00000484462 ENST00000403916 ENST00000453468 ENST00000463605 ENST00000485945 ENST00000488289 ENST00000480465 ENST00000395291 	ENST00000515262 	121 121 121 118 120 121 144 121 121 121 121 121 130 	115 	121 121 121 118 120 121 144 121 121 121 121 121 130 	115 	53 53 53 53 53 53 53 53 53 53 53 53 53 	52 
ENST00000574872 ENST00000442087 	ENST00000520221 	714 197 	61 	714 197 	61 	50 50 	53 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000465295 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000484462 ENST00000403916 ENST00000485945 ENST00000480465 ENST00000395291 	ENST00000515262 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	157 	168 358 193 150 90 78 78 78 101 78 101 78 101 78 78 87 	157 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	51 
ENST00000370692 ENST00000337120 ENST00000566209 ENST00000461837 ENST00000412144 ENST00000383198 ENST00000548408 ENST00000413199 ENST00000476700 ENST00000359383 ENST00000264436 ENST00000482541 ENST00000367187 ENST00000424712 ENST00000495024 ENST00000383067 ENST00000383066 ENST00000551943 ENST00000367112 ENST00000476266 ENST00000578975 ENST00000566692 ENST00000470475 ENST00000464658 ENST00000332900 ENST00000531525 ENST00000547760 ENST00000380821 ENST00000376088 ENST00000357992 ENST00000399215 ENST00000380155 ENST00000530911 ENST00000434618 ENST00000471259 ENST00000422989 ENST00000393067 ENST00000468196 ENST00000399011 ENST00000361060 ENST00000357308 ENST00000302874 ENST00000505412 ENST00000461074 ENST00000327535 ENST00000371199 ENST00000355640 ENST00000393359 ENST00000340625 ENST00000356980 ENST00000542707 ENST00000577193 ENST00000398579 ENST00000467842 ENST00000309733 ENST00000459648 ENST00000591563 ENST00000521442 ENST00000361028 ENST00000396827 ENST00000446190 ENST00000376625 ENST00000368931 ENST00000295294 ENST00000253237 ENST00000467834 ENST00000374568 ENST00000374572 ENST00000579150 ENST00000487943 ENST00000467254 ENST00000558585 ENST00000559283 ENST00000480059 ENST00000437315 ENST00000417059 ENST00000466805 ENST00000447310 ENST00000344222 ENST00000305141 ENST00000320393 ENST00000545529 ENST00000504667 ENST00000397061 ENST00000474830 ENST00000329153 ENST00000558981 ENST00000557971 ENST00000559981 ENST00000558214 ENST00000468673 ENST00000559291 ENST00000299576 ENST00000309377 ENST00000309357 ENST00000396648 ENST00000534147 ENST00000498089 ENST00000263955 ENST00000579905 ENST00000395699 ENST00000361742 ENST00000435464 ENST00000596701 ENST00000469275 ENST00000591879 ENST00000392876 ENST00000465550 ENST00000383376 ENST00000408888 ENST00000366606 ENST00000475687 ENST00000593682 ENST00000197268 ENST00000311437 ENST00000380586 ENST00000519096 ENST00000380587 ENST00000592582 ENST00000596731 ENST00000222511 ENST00000380058 ENST00000357246 ENST00000568653 ENST00000375095 ENST00000531346 ENST00000529187 ENST00000370399 ENST00000329099 ENST00000311895 ENST00000415168 ENST00000381431 ENST00000591259 ENST00000338758 ENST00000495237 ENST00000571073 ENST00000472718 ENST00000497070 ENST00000310585 ENST00000311956 ENST00000418919 ENST00000258145 ENST00000514026 ENST00000456757 ENST00000429591 ENST00000237536 ENST00000319637 ENST00000405109 ENST00000407609 ENST00000343941 ENST00000405256 ENST00000286713 ENST00000595393 ENST00000396789 ENST00000402510 ENST00000372824 ENST00000557034 ENST00000519128 ENST00000252599 ENST00000593832 ENST00000575978 ENST00000256649 ENST00000369464 ENST00000369443 ENST00000368026 ENST00000490090 ENST00000367996 ENST00000481865 ENST00000463586 ENST00000482587 ENST00000540511 ENST00000594930 ENST00000607267 ENST00000575448 ENST00000584038 ENST00000573779 ENST00000447446 ENST00000348993 ENST00000455176 ENST00000400586 ENST00000483240 ENST00000553159 ENST00000397218 ENST00000426195 ENST00000450492 	ENST00000494396 	1667 285 59 1143 1936 2018 1139 1983 653 707 7048 1279 7006 6816 1140 1937 2019 1758 1273 296 1121 2694 684 3 2199 1332 596 2094 7349 2931 714 5312 479 2019 146 2346 2753 4150 4004 7764 7820 1993 1468 7133 3943 3800 3807 5064 1082 2257 4103 4675 4696 569 8576 984 3862 493 4990 3668 2980 2770 1662 1869 2044 1140 1937 2019 417 704 644 57 48 1140 1937 2019 365 2756 2325 2045 1926 2001 1812 2489 7 4697 414 3820 1764 1171 781 2664 959 1039 944 980 956 2031 3215 220 7699 3675 3119 1871 594 82 4975 272 1039 1870 1669 925 1565 3481 2787 1855 1643 1469 1895 169 5620 5444 893 1443 3154 2787 2938 171 2694 4531 2817 3620 519 2343 438 191 1007 2252 15 2645 4333 4582 6450 422 1606 10417 1378 4707 3282 3105 4243 1490 1307 433 5337 92 288 1591 2611 1845 3092 2775 2755 5599 4434 4405 3868 1771 450 3309 4769 7349 7048 4103 4675 4696 -14 3171 151 130 212 118 103 100 169 	1935 	1685 303 77 1161 1954 2036 1157 2001 671 725 7066 1297 7024 6834 1158 1955 2037 1776 1291 314 1139 2712 702 21 2217 1350 614 2112 7367 2949 732 5330 497 2037 164 2364 2771 4168 4022 7782 7838 2011 1486 7151 3961 3818 3825 5082 1100 2275 4121 4693 4714 587 8594 1002 3880 511 5008 3686 2998 2788 1680 1887 2062 1158 1955 2037 435 722 662 75 66 1158 1955 2037 383 2774 2343 2063 1944 2019 1830 2507 25 4715 432 3838 1782 1189 799 2682 977 1057 962 998 974 2049 3233 238 7717 3693 3137 1889 612 100 4993 290 1057 1888 1687 943 1583 3499 2805 1873 1661 1487 1913 187 5638 5462 911 1461 3172 2805 2956 189 2712 4549 2835 3638 537 2361 456 209 1025 2270 33 2663 4351 4600 6468 440 1624 10435 1396 4725 3300 3123 4261 1508 1325 451 5355 110 306 1609 2629 1863 3110 2793 2773 5617 4452 4423 3886 1789 468 3327 4787 7367 7066 4121 4693 4714 4 3189 169 148 230 136 121 118 187 	1951 	35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 	32 
ENST00000526481 ENST00000353047 ENST00000434271 	ENST00000391993 ENST00000373327 ENST00000391994 	507 3722 3706 	3429 3627 3524 	507 3722 3706 	3450 3648 3545 	52 52 52 	32 32 32 
