ENST00000409508 ENST00000328843 	ENST00000373934 	14046 14067 	1756 	14046 14067 	1756 	48 48 	52 
ENST00000508814 	ENST00000510019 	316 	235 	316 	238 	53 	50 
ENST00000366559 ENST00000366557 	ENST00000462265 	4218 3845 	534 	4218 3845 	534 	51 51 	53 
ENST00000223073 ENST00000354232 	ENST00000229465 	15230 1190 	1345 	15230 1190 	1361 	52 52 	36 
ENST00000223073 ENST00000408926 	ENST00000604604 ENST00000392857 ENST00000295025 ENST00000469718 ENST00000600751 	15287 2940 	1330 5550 8956 489 2652 	15289 2942 	1330 5550 8956 489 2652 	46 46 	52 52 52 52 52 
ENST00000449131 	ENST00000357681 ENST00000341360 ENST00000484746 ENST00000367218 ENST00000367219 ENST00000391954 	3550 	5025 4477 755 4964 4928 4856 	3550 	5025 4477 755 4964 4928 4856 	52 	52 52 52 52 52 52 
ENST00000430252 ENST00000540275 	ENST00000599232 	432 432 	50 	432 432 	50 	53 53 	53 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	301 232 	176 135 	304 235 	176 135 	50 50 	53 53 
ENST00000315392 	ENST00000594216 	2673 	793 	2673 	793 	51 	53 
ENST00000601611 	ENST00000593748 	531 	82 	531 	82 	52 	51 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	121 80 	463 	121 80 	53 	53 53 
ENST00000397488 ENST00000324385 ENST00000566162 ENST00000397489 	ENST00000566296 	4533 4628 649 4531 	562 	4533 4628 649 4531 	562 	43 43 43 43 	52 
ENST00000593511 	ENST00000374212 	98 	1160 	98 	1160 	35 	53 
ENST00000327064 ENST00000344150 ENST00000586221 	ENST00000586748 ENST00000253031 ENST00000592646 	2872 2613 2601 	1475 1429 877 	2872 2613 2601 	1475 1429 877 	53 53 53 	51 51 51 
ENST00000514253 	ENST00000511844 	495 	113 	495 	113 	53 	53 
ENST00000604922 	ENST00000462701 	281 	207 	281 	213 	52 	47 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1151 1168 	255 206 	1151 1168 	255 206 	53 53 	35 35 
ENST00000567697 	ENST00000285737 	2405 	4045 	2409 	4045 	40 	53 
ENST00000518858 	ENST00000379454 	2855 	4483 	2855 	4483 	53 	53 
ENST00000337526 ENST00000317610 ENST00000357732 ENST00000354474 	ENST00000216038 ENST00000451746 	288 288 288 44 	1505 685 	288 288 288 44 	1505 685 	53 53 53 53 	53 53 
ENST00000576531 ENST00000527356 	ENST00000574244 ENST00000527853 ENST00000392902 ENST00000427600 ENST00000457822 ENST00000469891 ENST00000327878 	1693 1693 	1324 1324 276 263 274 279 274 	1701 1701 	1324 1324 276 263 274 279 274 	45 45 	53 53 53 53 53 53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	400 	78 21 	400 	78 21 	52 	52 52 
ENST00000449131 	ENST00000498161 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	3760 	209 91 89 231 209 	3760 	209 91 89 231 209 	52 	53 53 53 53 53 
ENST00000403581 	ENST00000493542 	488 	461 	488 	461 	35 	53 
ENST00000321826 	ENST00000590158 	1619 	920 	1619 	920 	52 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000503605 	263 	230 240 421 	263 	230 240 421 	53 	53 53 53 
ENST00000570780 ENST00000391950 	ENST00000441206 	1091 1108 	244 	1091 1108 	260 	50 50 	36 
ENST00000321826 	ENST00000590158 ENST00000589454 	1591 	780 742 	1593 	780 742 	51 	52 52 
ENST00000554125 	ENST00000546299 	2305 	1645 	2305 	1645 	53 	52 
ENST00000586748 ENST00000253031 ENST00000592646 ENST00000589971 	ENST00000361138 ENST00000471372 	1306 1260 708 702 	2661 293 	1307 1261 709 703 	2661 293 	49 49 49 49 	52 52 
ENST00000356442 ENST00000596237 ENST00000523465 	ENST00000369936 	262 335 523 	2843 	262 335 523 	2846 	51 51 51 	50 
ENST00000260649 	ENST00000420756 	2862 	125 	2862 	125 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1149 1166 	235 186 	1149 1166 	235 186 	52 52 	52 52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3427 	797 330 348 214 212 553 353 385 353 330 	3427 	797 330 348 214 212 553 353 385 353 330 	53 	50 50 50 50 50 50 50 50 50 50 
ENST00000603274 	ENST00000359635 ENST00000479203 ENST00000493512 	215 	65 24 43 	216 	65 24 43 	52 	53 53 53 
ENST00000590082 ENST00000469257 	ENST00000584696 	404 1674 	345 	419 1689 	345 	38 38 	51 
ENST00000538183 ENST00000309733 ENST00000476192 ENST00000497426 ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 	ENST00000502413 	7605 7035 5096 5096 3286 5095 796 784 	892 	7605 7035 5096 5096 3286 5095 796 784 	892 	33 33 33 33 33 33 33 33 	33 
ENST00000514253 	ENST00000511844 	498 	137 	498 	137 	53 	52 
ENST00000503289 ENST00000510406 	ENST00000510876 	447 51 	426 	447 51 	426 	53 53 	50 
ENST00000508814 	ENST00000510210 ENST00000512493 	280 	225 235 	280 	225 235 	53 	52 52 
ENST00000409887 	ENST00000229239 ENST00000496049 ENST00000396856 ENST00000492719 ENST00000474249 	3108 	625 40 20 19 11 	3108 	625 40 20 19 11 	32 	53 53 53 53 53 
ENST00000481617 	ENST00000429412 ENST00000546113 ENST00000310613 	2941 	2186 2186 4104 	2941 	2186 2186 4104 	31 	53 53 53 
ENST00000320934 	ENST00000529622 	4492 	331 	4492 	331 	53 	50 
ENST00000555220 ENST00000555424 	ENST00000556771 	1028 377 	345 	1028 377 	345 	52 52 	53 
ENST00000361681 	ENST00000286364 ENST00000452898 	181 	824 824 	181 	824 824 	53 	53 53 
ENST00000503289 	ENST00000493425 	357 	574 	357 	574 	53 	53 
ENST00000592379 	ENST00000582736 	30 	100 	30 	100 	53 	53 
ENST00000314675 	ENST00000319041 	2101 	600 	2101 	600 	53 	51 
ENST00000370380 ENST00000313598 	ENST00000353047 ENST00000434271 	286 1906 	3048 3032 	286 1906 	3048 3032 	31 31 	53 53 
ENST00000313093 ENST00000590214 ENST00000586866 ENST00000543365 ENST00000590577 ENST00000592297 	ENST00000357065 ENST00000356053 ENST00000337970 ENST00000477108 ENST00000544000 ENST00000443950 	3937 3866 3793 3423 2935 1264 	547 600 521 538 606 685 	3937 3866 3793 3423 2935 1264 	557 610 531 548 616 695 	51 51 51 51 51 51 	42 42 42 42 42 42 
ENST00000369681 	ENST00000493804 	7322 	658 	7338 	658 	37 	53 
ENST00000449131 	ENST00000434913 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4143 	112 110 312 112 112 	4144 	112 110 312 112 112 	52 	53 53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3017 2918 2672 	306 	3017 2918 2672 	306 	53 53 53 	53 
ENST00000536084 	ENST00000400479 	2220 	868 	2220 	868 	46 	53 
ENST00000466493 ENST00000463210 	ENST00000469172 ENST00000461310 ENST00000265866 ENST00000480987 ENST00000354695 ENST00000481819 ENST00000491200 ENST00000490442 ENST00000478698 ENST00000441000 	1904 245 	2674 596 743 577 651 2024 708 490 476 398 	1925 266 	2674 596 743 577 651 2024 708 490 476 398 	32 32 	52 52 52 52 52 52 52 52 52 52 
ENST00000601871 	ENST00000391976 ENST00000310931 ENST00000487169 ENST00000373292 ENST00000484412 ENST00000442730 ENST00000494862 ENST00000427183 	391 	3917 3999 3634 2737 324 216 55 3721 	391 	3917 3999 3634 2737 324 216 55 3721 	53 	53 53 53 53 53 53 53 53 
ENST00000526743 	ENST00000534706 	1852 	696 	1852 	696 	53 	52 
ENST00000570037 ENST00000562111 	ENST00000569248 ENST00000565813 	788 741 	1730 179 	788 741 	1730 179 	53 53 	53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 	283 	186 196 241 	283 	186 196 241 	53 	53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000434913 ENST00000517577 	3776 	97 95 236 237 	3776 	97 95 236 237 	52 	53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3760 	98 96 238 	3760 	98 96 238 	52 	53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	468 	173 132 	468 	173 132 	52 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3470 	820 353 376 371 377 378 376 353 	3470 	820 353 376 371 377 378 376 353 	51 	53 53 53 53 53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2213 2114 1868 	174 303 	2219 2120 1874 	174 303 	47 47 47 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3017 2918 2672 	288 	3017 2918 2672 	288 	53 53 53 	53 
ENST00000412930 	ENST00000539061 ENST00000403396 	229 	2171 3073 	229 	2177 3079 	53 	47 47 
ENST00000295851 	ENST00000237837 	8688 	1231 	8688 	1240 	53 	34 
ENST00000463943 	ENST00000335179 ENST00000545072 	351 	79 22 	351 	79 22 	53 	51 51 
ENST00000341509 ENST00000537670 ENST00000565875 	ENST00000535141 	1884 1578 1342 	2094 	1884 1578 1342 	2094 	52 52 52 	50 
ENST00000568891 	ENST00000567994 	518 	1660 	518 	1660 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3083 2984 2738 	306 	3083 2984 2738 	306 	53 53 53 	53 
ENST00000592379 	ENST00000475608 	75 	20 	75 	20 	53 	52 
ENST00000427908 	ENST00000510797 ENST00000503216 ENST00000510701 ENST00000436998 ENST00000425312 	1292 	614 555 327 390 390 	1292 	614 555 327 390 390 	53 	53 53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	169 128 	443 	169 128 	53 	53 53 
ENST00000592379 	ENST00000475608 	72 	20 	72 	20 	53 	52 
ENST00000430252 ENST00000540275 	ENST00000361866 ENST00000463060 ENST00000498614 	418 418 	2245 530 365 	418 418 	2245 530 365 	51 51 	53 53 53 
ENST00000361681 	ENST00000361567 ENST00000511037 	392 	1775 1775 	392 	1775 1775 	53 	37 37 
ENST00000394657 	ENST00000273550 ENST00000532829 ENST00000534180 ENST00000526640 ENST00000532601 ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	2349 	606 570 641 463 435 815 348 371 366 372 373 571 371 371 348 	2349 	606 570 641 463 435 815 348 371 366 372 373 571 371 371 348 	53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3413 	825 358 381 376 382 383 381 358 	3413 	825 358 381 376 382 383 381 358 	52 	53 53 53 53 53 53 53 53 
ENST00000593099 ENST00000412522 ENST00000594263 	ENST00000399012 ENST00000381657 	3337 2252 270 	1377 1594 	3357 2272 290 	1377 1594 	32 32 32 	53 53 
ENST00000479145 ENST00000295025 	ENST00000392288 ENST00000408926 ENST00000367996 	194 9300 	4771 2727 8906 	204 9310 	4771 2727 8906 	43 43 	53 53 53 
ENST00000592379 	ENST00000582736 	40 	94 	40 	94 	53 	53 
ENST00000424014 	ENST00000421670 	2386 	1378 	2386 	1378 	53 	53 
ENST00000395529 ENST00000395522 	ENST00000528973 	2826 2654 	2913 	2847 2675 	2913 	31 31 	53 
ENST00000320934 	ENST00000529622 	4498 	359 	4498 	359 	53 	53 
ENST00000463943 	ENST00000507623 ENST00000380638 	417 	64 64 	417 	64 64 	53 	53 53 
ENST00000491289 	ENST00000493317 ENST00000600955 ENST00000430225 	3262 	382 309 310 	3262 	382 309 310 	34 	51 51 51 
ENST00000585905 ENST00000593919 	ENST00000261267 ENST00000481894 	1815 1813 	810 1789 	1815 1813 	810 1789 	52 52 	53 53 
ENST00000345662 ENST00000315285 ENST00000594104 ENST00000591517 ENST00000525841 	ENST00000308580 	3608 3608 784 2470 298 	2938 	3608 3608 784 2470 298 	2938 	51 51 51 51 51 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2959 2860 2614 	241 	2959 2860 2614 	241 	53 53 53 	53 
ENST00000592379 	ENST00000582736 	23 	54 	23 	54 	51 	53 
ENST00000355568 ENST00000544076 	ENST00000584196 ENST00000333139 ENST00000446232 ENST00000582966 ENST00000476192 ENST00000497426 	2576 1307 	1853 1170 1038 1853 7008 7008 	2576 1307 	1853 1170 1038 1853 7008 7008 	51 51 	53 53 53 53 53 53 
ENST00000514253 	ENST00000511844 	496 	125 	496 	125 	53 	53 
ENST00000352732 ENST00000355100 	ENST00000585042 	7889 7842 	414 	7889 7842 	414 	52 52 	53 
ENST00000361681 ENST00000506002 	ENST00000361567 	424 424 	1729 	424 424 	1729 	52 52 	52 
ENST00000592379 	ENST00000475608 	74 	36 	74 	36 	53 	39 
ENST00000610189 ENST00000458167 ENST00000424214 	ENST00000337768 	1708 1550 1657 	4369 	1708 1550 1657 	4369 	52 52 52 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3072 2973 2727 	304 	3072 2973 2727 	304 	52 52 52 	52 
ENST00000449131 	ENST00000498161 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000599364 	3760 	213 95 93 235 213 	3760 	213 95 93 235 213 	52 	51 51 51 51 51 
ENST00000514253 	ENST00000510019 ENST00000511844 	443 	122 81 	443 	122 81 	53 	50 50 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	87 85 227 	3744 	87 85 227 	53 	53 53 53 
ENST00000489060 	ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 ENST00000295025 ENST00000552937 ENST00000549640 ENST00000549785 ENST00000551028 ENST00000550234 ENST00000547979 	2315 	1051 969 1330 3521 8031 332 332 332 332 332 332 	2315 	1060 978 1339 3530 8040 341 341 341 341 341 341 	52 	42 42 42 42 42 42 42 42 42 42 42 
ENST00000449131 	ENST00000492727 ENST00000450676 	4163 	105 107 	4163 	105 107 	52 	52 52 
ENST00000449131 	ENST00000492727 	4177 	81 	4177 	81 	53 	53 
ENST00000557060 ENST00000604604 ENST00000392857 ENST00000295025 ENST00000469718 	ENST00000602791 ENST00000602364 	2802 1319 5539 8945 478 	2183 2183 	2802 1319 5539 8945 478 	2183 2183 	47 47 47 47 47 	53 53 
ENST00000563131 	ENST00000449223 ENST00000602140 ENST00000600659 ENST00000417088 ENST00000473748 ENST00000536099 ENST00000441378 ENST00000442562 ENST00000536115 	421 	743 406 152 104 121 151 121 121 142 	421 	743 406 152 104 121 151 121 121 142 	52 	53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000498161 ENST00000450676 ENST00000599364 	4134 	46 67 46 	4134 	46 67 46 	53 	53 53 53 
ENST00000603027 	ENST00000603309 	4319 	760 	4319 	760 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	197 148 	1116 1133 	197 148 	53 53 	51 51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	98 96 238 	3744 	98 96 238 	53 	53 53 53 
ENST00000591118 ENST00000587485 	ENST00000367296 ENST00000367295 ENST00000295624 ENST00000367297 ENST00000367300 	150 150 	11889 10443 11807 11792 11636 	159 159 	11905 10459 11823 11808 11652 	31 31 	31 31 31 31 31 
ENST00000514253 	ENST00000510019 	481 	190 	481 	190 	53 	53 
ENST00000504897 	ENST00000475650 ENST00000409939 ENST00000478158 	2894 	2303 3169 4438 	2894 	2303 3169 4438 	52 	53 53 53 
ENST00000563480 ENST00000395589 	ENST00000519737 	399 399 	950 	399 399 	950 	52 52 	53 
ENST00000222224 ENST00000605182 ENST00000575918 ENST00000609965 ENST00000608267 ENST00000608685 ENST00000608153 ENST00000608366 ENST00000575187 ENST00000571795 	ENST00000457463 ENST00000496327 ENST00000609747 ENST00000609528 ENST00000609069 ENST00000609050 ENST00000609872 ENST00000607918 ENST00000609759 ENST00000608536 ENST00000609681 ENST00000609344 ENST00000575721 ENST00000574887 ENST00000575489 ENST00000574335 	1342 1342 1342 1342 1342 1342 1342 1342 1342 1342 	671 719 671 719 671 719 671 719 671 719 671 719 671 719 671 719 	1342 1342 1342 1342 1342 1342 1342 1342 1342 1342 	671 719 671 719 671 719 671 719 671 719 671 719 671 719 671 719 	53 53 53 53 53 53 53 53 53 53 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000508814 ENST00000514253 	ENST00000510210 ENST00000512493 ENST00000510019 	278 209 	168 178 223 	278 209 	168 178 223 	53 53 	52 52 52 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4132 	102 304 104 104 	4132 	102 304 104 104 	53 	53 53 53 53 
ENST00000471733 	ENST00000402673 ENST00000504388 	2341 	4159 482 	2341 	4159 482 	51 	53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	73 71 213 	3744 	73 71 213 	53 	53 53 53 
ENST00000492999 	ENST00000424633 ENST00000454660 	288 	67 67 	288 	67 67 	52 	52 52 
ENST00000514253 	ENST00000511844 	492 	133 	492 	133 	53 	53 
ENST00000321725 ENST00000462741 ENST00000469989 	ENST00000459839 ENST00000492555 	7856 2090 599 	1534 1899 	7857 2091 600 	1534 1899 	52 52 52 	53 53 
ENST00000350777 	ENST00000261653 ENST00000392373 	3038 	1354 1408 	3038 	1355 1409 	52 	51 51 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3479 	798 331 349 215 213 554 354 386 354 331 	3479 	798 331 349 215 213 554 354 386 354 331 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000498161 ENST00000599364 	4149 	41 41 	4149 	41 41 	52 	53 53 
ENST00000604922 	ENST00000484430 ENST00000398981 	283 	11 19 	283 	11 19 	53 	53 53 
ENST00000497615 	ENST00000329627 	28 	2721 	28 	2721 	34 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 ENST00000599364 	3490 	815 348 371 366 372 373 571 371 371 348 	3490 	815 348 371 366 372 373 571 371 371 348 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000592379 	ENST00000582736 	41 	88 	41 	88 	53 	53 
ENST00000314675 	ENST00000319041 	2070 	621 	2070 	621 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	156 115 	484 	156 115 	53 	53 53 
ENST00000487078 ENST00000360131 	ENST00000429985 	3116 3034 	411 	3116 3034 	411 	52 52 	53 
ENST00000572939 ENST00000533787 	ENST00000491277 	280 280 	5021 	300 300 	5021 	31 31 	53 
ENST00000357721 	ENST00000542781 ENST00000535408 	5333 	715 719 	5333 	715 719 	52 	53 53 
ENST00000592379 	ENST00000582736 	41 	111 	41 	111 	53 	52 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	275 	1117 1134 	275 	52 52 	53 
ENST00000436391 	ENST00000448128 ENST00000497887 ENST00000416618 ENST00000355725 ENST00000491737 ENST00000245838 	557 	457 508 437 4704 4325 4702 	557 	457 508 437 4704 4325 4702 	53 	53 53 53 53 53 53 
ENST00000567171 	ENST00000602631 	5 	2769 	20 	2778 	34 	32 
ENST00000590045 	ENST00000405575 ENST00000467586 ENST00000357231 	2531 	2089 2275 1806 	2531 	2089 2275 1806 	53 	53 53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000503605 	261 	220 230 411 	261 	220 230 411 	53 	52 52 52 
ENST00000592379 	ENST00000582736 	40 	99 	40 	99 	53 	53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	75 73 215 	3744 	75 73 215 	53 	52 52 52 
ENST00000595501 	ENST00000315249 ENST00000526353 ENST00000472200 ENST00000539506 ENST00000301215 ENST00000556831 ENST00000488907 ENST00000583972 ENST00000505031 ENST00000483316 ENST00000558383 ENST00000588278 ENST00000470730 ENST00000592624 ENST00000506037 ENST00000494079 ENST00000369936 ENST00000366131 ENST00000589889 	162 	4439 3662 2643 121 3385 499 577 1775 171 6624 6447 2679 2058 1164 345 686 2868 468 369 	162 	4439 3662 2643 121 3385 499 577 1775 171 6624 6447 2679 2058 1164 345 686 2868 468 369 	51 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000265198 	ENST00000448027 	5725 	667 	5744 	667 	34 	47 
ENST00000321826 	ENST00000590158 ENST00000589454 	1608 	854 816 	1608 	865 827 	52 	42 42 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3477 	809 342 365 360 226 224 366 565 365 397 365 342 	3477 	809 342 365 360 226 224 366 565 365 397 365 342 	53 	52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	351 	657 666 670 552 	359 	657 666 670 552 	44 	53 53 53 53 
ENST00000396700 ENST00000548724 ENST00000323944 	ENST00000374523 ENST00000480346 ENST00000428849 ENST00000494554 ENST00000448818 ENST00000492385 	2783 2783 2900 	2217 206 2217 206 2217 206 	2783 2783 2900 	2217 206 2217 206 2217 206 	33 33 33 	51 51 51 51 51 51 
ENST00000358637 	ENST00000345512 ENST00000373779 ENST00000428026 ENST00000460170 ENST00000415600 ENST00000526080 ENST00000356870 ENST00000323874 	848 	3281 3251 3209 3146 1485 366 3250 3250 	849 	3281 3251 3209 3146 1485 366 3250 3250 	52 	53 53 53 53 53 53 53 53 
ENST00000526743 	ENST00000534706 	1871 	665 	1871 	665 	53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3081 2982 2736 	288 	3081 2982 2736 	288 	53 53 53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2260 2161 1915 	209 	2260 2161 1915 	209 	52 52 52 	52 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3472 	827 360 383 378 384 385 383 360 	3472 	827 360 383 378 384 385 383 360 	49 	52 52 52 52 52 52 52 52 
ENST00000508814 	ENST00000510210 ENST00000512493 	278 	235 245 	278 	235 245 	53 	53 53 
ENST00000314675 	ENST00000319041 	2111 	613 	2111 	613 	53 	49 
ENST00000449131 	ENST00000498161 ENST00000599364 	4152 	41 41 	4152 	41 41 	49 	53 53 
ENST00000583315 	ENST00000515175 ENST00000513414 ENST00000510040 	1031 	152 79 21 	1031 	152 79 21 	53 	44 44 44 
ENST00000570780 ENST00000391950 	ENST00000520547 	1104 1121 	291 	1104 1121 	291 	53 53 	53 
ENST00000467778 	ENST00000316292 ENST00000309268 ENST00000490569 ENST00000331523 ENST00000434005 ENST00000318052 ENST00000436459 ENST00000501580 ENST00000415278 ENST00000421195 ENST00000503537 ENST00000599509 	1208 	2120 1747 1250 1373 1127 1125 1128 1123 1128 1120 1131 1128 	1208 	2120 1747 1250 1373 1127 1125 1128 1123 1128 1120 1131 1128 	48 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000439231 	ENST00000227507 	348 	2525 	348 	2525 	32 	53 
ENST00000508814 	ENST00000510019 	307 	256 	307 	256 	53 	52 
ENST00000532428 	ENST00000538714 ENST00000588839 	4489 	3568 480 	4509 	3582 494 	33 	32 32 
ENST00000514253 	ENST00000511844 	507 	115 	507 	115 	52 	53 
ENST00000304858 	ENST00000262605 ENST00000372904 ENST00000461134 	4452 	2621 2643 2652 	4466 	2621 2643 2652 	39 	51 51 51 
ENST00000563480 ENST00000395589 	ENST00000519737 	427 427 	1050 	427 427 	1050 	52 52 	53 
ENST00000449131 	ENST00000517577 	3741 	247 	3741 	247 	52 	53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	220 171 	1116 1133 	220 171 	53 53 	53 53 
ENST00000427908 	ENST00000431591 ENST00000397651 	1221 	504 696 	1221 	504 696 	53 	52 52 
ENST00000439578 ENST00000502286 ENST00000504242 ENST00000372037 ENST00000469562 ENST00000338315 ENST00000422163 ENST00000399017 ENST00000328914 ENST00000379562 ENST00000221996 ENST00000493690 ENST00000471841 ENST00000429989 ENST00000358677 ENST00000589420 ENST00000574039 ENST00000566991 ENST00000431002 ENST00000380698 ENST00000473000 ENST00000357613 ENST00000568559 ENST00000287908 ENST00000394622 ENST00000535581 ENST00000366522 ENST00000408893 ENST00000360835 ENST00000588578 ENST00000445217 ENST00000490395 ENST00000399277 ENST00000399280 ENST00000497434 ENST00000497719 ENST00000519466 ENST00000392690 ENST00000411939 ENST00000375234 ENST00000446045 ENST00000526038 ENST00000342063 ENST00000554241 ENST00000413817 ENST00000448803 ENST00000358472 ENST00000373014 ENST00000570867 ENST00000530275 ENST00000392869 ENST00000295030 ENST00000366232 ENST00000443948 ENST00000450281 ENST00000411857 	ENST00000286298 	113 168 148 4234 1651 1872 412 359 7960 5347 1630 55 4798 6556 5663 648 412 497 927 1761 3498 3629 3209 3882 3658 3137 5020 1906 5859 2261 1378 678 936 797 527 587 290 3044 1331 1680 1540 1218 2296 626 3097 3274 2692 1687 503 4947 6979 3189 68 697 404 4700 	5123 	113 168 148 4234 1651 1872 412 359 7960 5347 1630 55 4798 6556 5663 648 412 497 927 1761 3498 3629 3209 3882 3658 3137 5020 1906 5859 2261 1378 678 936 797 527 587 290 3044 1331 1680 1540 1218 2296 626 3097 3274 2692 1687 503 4947 6979 3189 68 697 404 4700 	5139 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	36 
ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	ENST00000597961 	234 232 220 204 	96 	234 232 220 204 	96 	53 53 53 53 	52 
ENST00000324849 	ENST00000373166 ENST00000462715 ENST00000373163 ENST00000373162 	4509 	446 1145 505 719 	4509 	446 1145 505 719 	53 	53 53 53 53 
ENST00000514253 	ENST00000510019 	484 	191 	484 	191 	53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000466086 ENST00000413500 ENST00000517577 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3475 	806 339 362 357 223 221 363 562 362 394 362 339 	3475 	806 339 362 357 223 221 363 562 362 394 362 339 	53 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000514253 	ENST00000511844 	494 	37 	495 	37 	52 	53 
ENST00000449131 	ENST00000406984 	3481 	138 	3481 	149 	52 	42 
ENST00000437104 	ENST00000373816 	100 	2412 	100 	2412 	53 	53 
ENST00000367812 ENST00000316528 ENST00000221996 ENST00000609129 	ENST00000513959 	2095 2095 1785 6980 	87 	2095 2095 1785 6980 	87 	53 53 53 53 	50 
ENST00000449131 	ENST00000323853 ENST00000480615 	3408 	3146 185 	3408 	3146 185 	53 	53 53 
